2017-04-12 22:00:00,macron ,macron programme,macron emmanuel,macron et sa femme,macron brigitte,macron sondage,macron age,macron discours,macron femme,macron president,macron en marche
2017-04-12 22:00:00,fillon ,fillon sondage,fillon 2017,fillon françois,fillongate,fillon chateau,fillon programme,fillon twitter,fillon pénélope,fillon president,fillon news
2017-04-12 22:00:00,hamon ,hamon benoit,hamon femme,hamon melenchon,hamon valls,hamon2017,hamon sondage,hamon macron,hamon twitter,hamon age,hamon programme
2017-04-12 22:00:00,macron ,macron programme,macron emmanuel,macron et sa femme,macron brigitte,macron sondage,macron age,macron discours,macron femme,macron president,macron en marche
2017-04-12 22:00:00,macron ,macron programme,macron emmanuel,macron et sa femme,macron brigitte,macron sondage,macron age,macron discours,macron femme,macron president,macron en marche
2017-04-12 22:00:00,macron ,macron programme,macron emmanuel,macron et sa femme,macron brigitte,macron sondage,macron age,macron discours,macron femme,macron president,macron en marche
