date,hamon TOTAL0,macron TOTAL0,fillon TOTAL0,le pen TOTAL0,mélenchon TOTAL0,query,time
"Apr 14, 2017","4.75465970798511","17.9670881978599","19.8190760294795","15.6415712799661","29.6357866028913","age","7"
"Apr 15, 2017","5.35348724985688","28.844251943309","14.976050247577","13.6874797029143","29.1387308563428","age","7"
"Apr 16, 2017","7.72236193142566","25.0273082023907","15.7241984373585","10.8934141924336","32.6327172363915","age","7"
"Apr 17, 2017","5.00628815411848","31.4737419869476","16.2855243204852","11.4825618841829","27.7518836542659","age","7"
"Apr 18, 2017","4.92775904044113","28.2064499796538","18.4388433894927","18.0795208803701","22.3474267100422","age","7"
"Apr 19, 2017","6.77124120428444","29.5455212477712","13.9837047830708","14.7885576342175","26.9109751306561","age","7"
