date,hamon livre,macron livre,fillon livre,le pen livre,mélenchon livre,query,time
"Apr 14, 2017","7.50354609929078","11.4184397163121","11.4184397163121","31.645390070922","30.0141843971631","age","7"
"Apr 15, 2017","13.1428571428571","13.1428571428571","26.2857142857143","26.2857142857143","13.1428571428571","age","7"
"Apr 16, 2017","0","15.239263803681","15.239263803681","15.239263803681","46.2822085889571","age","7"
"Apr 17, 2017","0","36.8","13.984","13.616","27.6","age","7"
"Apr 18, 2017","6.09463722397476","27.5709779179811","15.3817034700315","27.5709779179811","15.3817034700315","age","7"
"Apr 19, 2017","5.71597633136095","11.4319526627219","8.71005917159763","26.1301775147929","40.0118343195266","age","7"
