date,hamon twitter,macron twitter,fillon twitter,le pen twitter,mélenchon twitter,query,time
"Mar 22, 2017","6.61077844311377","21.4850299401198","10.4670658682635","18.7305389221557","34.7065868263473","age","30"
"Mar 23, 2017","2.74042553191489","24.2723404255319","28.9702127659574","22.7063829787234","13.3106382978723","age","30"
"Mar 24, 2017","7.3015873015873","8.76190476190476","48.6772486772487","20.4444444444444","6.81481481481481","age","30"
"Mar 25, 2017","6.69090909090909","11.7090909090909","25.0909090909091","16.7272727272727","31.7818181818182","age","30"
"Mar 26, 2017","7.84090909090909","13.0681818181818","22.4772727272727","20.9090909090909","27.7045454545455","age","30"
"Mar 27, 2017","6.81481481481481","17.037037037037","32.3703703703704","20.4444444444444","15.3333333333333","age","30"
"Mar 28, 2017","6.61077844311377","18.7305389221557","24.2395209580838","28.6467065868263","13.7724550898204","age","30"
"Mar 29, 2017","16.046511627907","18.7209302325581","16.046511627907","14.9767441860465","26.2093023255814","age","30"
"Mar 30, 2017","12","16","20.6666666666667","24.6666666666667","18.6666666666667","age","30"
"Mar 31, 2017","9.31645569620253","20.9620253164557","22.7088607594937","25.0379746835443","13.9746835443038","age","30"
"Apr 1, 2017","14.5089605734767","27.0394265232975","14.5089605734767","15.8279569892473","20.1146953405018","age","30"
"Apr 2, 2017","14.6748466257669","12.9815950920245","14.6748466257669","23.1411042944785","26.5276073619632","age","30"
"Apr 3, 2017","11.3114754098361","22.6229508196721","16.5901639344262","24.8852459016393","16.5901639344262","age","30"
"Apr 4, 2017","12.2364532019704","15.8620689655172","16.7684729064039","24.4729064039409","22.6600985221675","age","30"
"Apr 5, 2017","5.69072164948454","14.2268041237113","16.5979381443299","26.5567010309278","28.9278350515464","age","30"
"Apr 6, 2017","3.06666666666667","28.75","35.65","13.4166666666667","11.1166666666667","age","30"
"Apr 7, 2017","5.32631578947368","21.3052631578947","19.8526315789474","18.4","27.1157894736842","age","30"
"Apr 8, 2017","6.71910112359551","6.71910112359551","17.0561797752809","31.5280898876405","29.9775280898876","age","30"
"Apr 9, 2017","8.93203883495146","11.6116504854369","17.8640776699029","17.4174757281553","36.1747572815534","age","30"
"Apr 10, 2017","5.6150234741784","19.868544600939","13.3896713615023","25.4835680751174","27.6431924882629","age","30"
"Apr 11, 2017","3.21678321678322","14.7972027972028","19.9440559440559","24.4475524475524","29.5944055944056","age","30"
"Apr 12, 2017","7.36","21.62","14.26","9.66","39.1","age","30"
"Apr 13, 2017","4.08888888888889","9.2","17.3777777777778","15.8444444444444","45.4888888888889","age","30"
"Apr 14, 2017","8.09259259259259","15.3333333333333","17.8888888888889","17.8888888888889","32.7962962962963","age","30"
"Apr 15, 2017","2.42105263157895","16.140350877193","17.3508771929825","22.5964912280702","33.4912280701754","age","30"
"Apr 16, 2017","9.75115207373272","12.294930875576","15.2626728110599","22.8940092165899","31.7972350230415","age","30"
"Apr 17, 2017","2.53211009174312","26.5871559633028","22.7889908256881","12.6605504587156","27.4311926605505","age","30"
"Apr 18, 2017","8.72037914691943","16.5687203791469","21.8009478672986","27.0331753554502","17.8767772511848","age","30"
"Apr 19, 2017","10.952380952381","21.1746031746032","16.4285714285714","23.7301587301587","19.7142857142857","age","30"
