date,hamon age,macron age,fillon age,le pen age,mélenchon age,query,time
"Mar 22, 2017","9.47058823529412","54.1176470588235","8.11764705882353","14.8823529411765","5.41176470588235","age","30"
"Mar 23, 2017","7.77464788732394","46.6478873239437","14.2535211267606","18.1408450704225","5.1830985915493","age","30"
"Mar 24, 2017","7.54098360655738","48.2622950819672","12.0655737704918","18.0983606557377","6.0327868852459","age","30"
"Mar 25, 2017","7.93103448275862","52.3448275862069","12.6896551724138","14.2758620689655","4.75862068965517","age","30"
"Mar 26, 2017","10.9850746268657","35.7014925373134","6.86567164179104","26.089552238806","12.3582089552239","age","30"
"Mar 27, 2017","5.57575757575758","52.969696969697","8.36363636363636","16.7272727272727","8.36363636363636","age","30"
"Mar 28, 2017","3.40740740740741","39.1851851851852","13.6296296296296","32.3703703703704","3.40740740740741","age","30"
"Mar 29, 2017","6.69090909090909","40.1454545454545","8.36363636363636","30.1090909090909","6.69090909090909","age","30"
"Mar 30, 2017","4.84210526315789","46","12.1052631578947","19.3684210526316","9.68421052631579","age","30"
"Mar 31, 2017","9.94594594594595","49.7297297297297","9.94594594594595","17.4054054054054","4.97297297297297","age","30"
"Apr 1, 2017","8.76190476190476","59.8730158730159","7.3015873015873","10.2222222222222","5.84126984126984","age","30"
"Apr 2, 2017","3.2280701754386","48.4210526315789","6.45614035087719","20.9824561403509","12.9122807017544","age","30"
"Apr 3, 2017","8.36363636363636","51.5757575757576","9.75757575757576","15.3333333333333","6.96969696969697","age","30"
"Apr 4, 2017","7.79661016949153","44.4406779661017","7.79661016949153","24.1694915254237","7.79661016949153","age","30"
"Apr 5, 2017","6.96969696969697","46","8.36363636363636","25.0909090909091","5.57575757575758","age","30"
"Apr 6, 2017","5.67901234567901","67.0123456790123","5.67901234567901","6.81481481481481","6.81481481481481","age","30"
"Apr 7, 2017","8.36363636363636","47.3939393939394","9.75757575757576","16.7272727272727","9.75757575757576","age","30"
"Apr 8, 2017","7.85365853658537","50.4878048780488","5.60975609756098","19.0731707317073","8.97560975609756","age","30"
"Apr 9, 2017","5.57575757575758","36.2424242424242","15.7979797979798","22.3030303030303","12.0808080808081","age","30"
"Apr 10, 2017","7.2156862745098","37.8823529411765","7.2156862745098","23.4509803921569","16.2352941176471","age","30"
"Apr 11, 2017","8","42","8","20","14","age","30"
"Apr 12, 2017","9.68421052631579","53.2631578947368","6.05263157894737","10.8947368421053","12.1052631578947","age","30"
"Apr 13, 2017","6.3448275862069","55.5172413793103","9.51724137931035","11.1034482758621","9.51724137931035","age","30"
"Apr 14, 2017","2.92063492063492","39.4285714285714","7.3015873015873","23.3650793650794","18.984126984127","age","30"
"Apr 15, 2017","7.88571428571429","40.7428571428571","13.1428571428571","22.3428571428571","7.88571428571429","age","30"
"Apr 16, 2017","6.13333333333333","44.16","11.04","15.9466666666667","14.72","age","30"
"Apr 17, 2017","6.61437908496732","60.1307189542484","5.41176470588235","11.4248366013072","8.41830065359477","age","30"
"Apr 18, 2017","5.22727272727273","31.3636363636364","6.27272727272727","40.7727272727273","8.36363636363636","age","30"
"Apr 19, 2017","7.07692307692308","38.4175824175824","9.0989010989011","27.2967032967033","10.1098901098901","age","30"
