date,hamon BEST,macron BEST,fillon BEST,le pen BEST,mélenchon BEST,query,time
"Mar 22, 2017","5.39827283827284","25.6312265512265","21.116598956599","19.1553823953824","20.6985192585193","age","30"
"Mar 23, 2017","5.91586752270772","23.7951383485025","34.1287428763761","12.8036442934234","15.3566069589904","age","30"
"Mar 24, 2017","5.53081792700973","18.7865792970708","40.1112966075736","17.1921978651228","10.379108303223","age","30"
"Mar 25, 2017","7.83282458282459","19.7760683760684","28.990811965812","18.6375356125356","16.7627594627595","age","30"
"Mar 26, 2017","8.32374841626856","26.0535667375714","22.319712661715","12.8580348943985","22.4449372900466","age","30"
"Mar 27, 2017","9.65693669832381","18.5180821572263","18.7804904965505","26.9017064588142","18.1427841890852","age","30"
"Mar 28, 2017","8.50974287845377","12.8350639598199","18.8325557018423","39.6255838557215","12.1970536041625","age","30"
"Mar 29, 2017","6.35144320176663","28.2191799567027","14.031352513166","24.3162535434927","19.081770784872","age","30"
"Mar 30, 2017","7.35484186235917","26.9167105560834","19.3777346424747","15.270280982761","23.0804319563217","age","30"
"Mar 31, 2017","9.55969455285933","31.0442800309218","19.1410200426118","22.8310289043498","9.42397646925732","age","30"
"Apr 1, 2017","8.31289083856607","25.7939429525316","19.120884083711","23.1582560957067","15.6140260294845","age","30"
"Apr 2, 2017","5.26142150601526","24.0269705542632","20.7885802723078","21.1054750606304","20.8175526067833","age","30"
"Apr 3, 2017","8.92470405889761","21.4435842293907","19.4377166106198","22.5289425831361","19.6650525179557","age","30"
"Apr 4, 2017","13.6532696487771","20.2612082188662","22.1057625457469","18.43215238811","17.5476071984999","age","30"
"Apr 5, 2017","10.1275954592363","23.01253250774","18.2186584107327","22.459488132095","18.1817254901961","age","30"
"Apr 6, 2017","9.71629188805683","28.391751072449","20.1669465743622","16.449054738244","17.275955726888","age","30"
"Apr 7, 2017","3.80717455061495","34.6255026805424","18.3176903185115","21.8602198044781","13.389412645853","age","30"
"Apr 8, 2017","5.11225650332729","29.4088350777747","11.7606291591047","24.2143470153892","21.5039322444041","age","30"
"Apr 9, 2017","5.73663235412026","16.4886427786002","17.3880394911427","21.963646056442","30.4230393196948","age","30"
"Apr 10, 2017","6.62241498386008","12.639059129695","13.3531796912144","19.95166979456","39.4336764006706","age","30"
"Apr 11, 2017","7.4735165118679","20.2787183165949","14.6549607444604","23.3225971582471","26.2702072688296","age","30"
"Apr 12, 2017","5.95340243988435","19.2683397338528","15.6704712497562","20.7533591641144","30.3544274123923","age","30"
"Apr 13, 2017","5.94495238095238","20.3150378510379","13.7757362637363","21.470822954823","30.4934505494505","age","30"
"Apr 14, 2017","6.9282714934749","17.9421403217746","11.0823123506557","21.5866968485856","34.4605789855092","age","30"
"Apr 15, 2017","5.31280897706267","15.7103970423599","13.5635353321208","25.1433502415728","32.2699084068838","age","30"
"Apr 16, 2017","7.26005807987441","19.42538024157","17.1365413590595","16.9566071492795","31.2214131702165","age","30"
"Apr 17, 2017","6.1067306015693","25.7117349607672","15.9413542574833","18.4019006102877","25.8382795698925","age","30"
"Apr 18, 2017","7.5109887079781","23.9061033170588","17.8540407096987","20.5215739418294","22.207293323435","age","30"
"Apr 19, 2017","8.12950340798444","23.3333721109004","15.3347792070244","22.0014316951092","23.2009135789815","age","30"
