date,hamon WEB_BEST_TOPIC0,macron WEB_BEST_TOPIC0,fillon WEB_BEST_TOPIC0,le pen WEB_BEST_TOPIC0,mélenchon WEB_BEST_TOPIC0,query,time
"Mar 22, 2017","5.33987427925606","27.5370538232077","22.1619886414792","16.7842232898715","20.1768599661856","age","30"
"Mar 23, 2017","8.24213522729327","23.483318565754","25.8239126273946","15.9723401501195","18.4782934294386","age","30"
"Mar 24, 2017","4.43954216378737","16.8739877738906","38.342198017578","16.4752730112382","12.0356657001725","age","30"
"Mar 25, 2017","4.76970378216246","18.5212795949877","29.2099882491797","15.8554782880375","19.8102167522993","age","30"
"Mar 26, 2017","5.26961753179393","27.4284437946533","22.9937974468853","14.2689472573867","22.0391939692808","age","30"
"Mar 27, 2017","8.26953118545107","20.7387124844729","19.8949575489057","24.2365957556316","18.8602030255386","age","30"
"Mar 28, 2017","7.16689127407552","15.1795703838784","21.35422669335","29.0897310945748","19.2095805541212","age","30"
"Mar 29, 2017","6.3324901071432","28.092178067995","16.9281981045244","21.532047367953","19.1150863523845","age","30"
"Mar 30, 2017","8.3350711994345","24.2620481447167","21.1035261452181","17.2480715608857","21.051282949745","age","30"
"Mar 31, 2017","7.1796434585921","24.4751609936117","21.0975016699619","21.1008694205406","14.3134911239604","age","30"
"Apr 1, 2017","7.08581713620799","29.4908810207014","14.7025083466766","22.0028725867821","14.8845875762986","age","30"
"Apr 2, 2017","5.81719967679573","22.7644841013774","15.059156700158","20.146321303414","28.2128382182548","age","30"
"Apr 3, 2017","10.2079619590657","20.9114188295223","19.1969424285246","21.570137216487","20.1135395664002","age","30"
"Apr 4, 2017","9.26989708944889","21.4991825764492","19.9230931900624","19.2778177348996","22.03000940914","age","30"
"Apr 5, 2017","6.40151522691419","24.3713417076146","18.7939607242361","19.007800562271","19.5920484456308","age","30"
"Apr 6, 2017","5.31732103172529","24.6018583654099","29.7158288938621","15.124833725888","17.2401579831147","age","30"
"Apr 7, 2017","4.30522839028377","32.1665384645002","21.9144615348646","15.6403865598782","17.9733850504732","age","30"
"Apr 8, 2017","4.08019306212442","24.0346120005205","12.1978329299947","19.9301152494939","27.9239134245332","age","30"
"Apr 9, 2017","4.32054953650639","14.7795846140623","17.0145964756435","17.6435688087541","38.2417005650337","age","30"
"Apr 10, 2017","6.3414277396167","16.3658902230381","15.5526961294252","17.2415932750952","36.4983926328248","age","30"
"Apr 11, 2017","6.68954419369099","20.1504492363118","15.3571389673461","18.7576959561583","31.0451716464928","age","30"
"Apr 12, 2017","5.67354995158678","22.6080772392337","14.6279575546266","13.9012287239138","35.189186530639","age","30"
"Apr 13, 2017","4.76259546145289","16.8557191965669","13.9744617112298","16.2725069692285","36.3013833281886","age","30"
"Apr 14, 2017","6.25052765552377","19.7884513552054","14.5731934713914","18.7713445038109","32.6164830140684","age","30"
"Apr 15, 2017","4.15386003183108","20.1325573760351","15.5154946396336","18.973678842075","33.2244091104253","age","30"
"Apr 16, 2017","6.17981945729882","18.9265453361311","15.2404709167541","15.1275428702697","36.5256214195463","age","30"
"Apr 17, 2017","5.22180010902776","28.7783334947673","14.0318773292755","15.9003308198732","28.0676582470563","age","30"
"Apr 18, 2017","5.21927108732643","19.8117596352597","16.6547864680903","21.2119248782005","25.2689245977897","age","30"
"Apr 19, 2017","6.7547441831907","23.113005208778","15.4023102655184","21.0599180267526","25.6700223157604","age","30"
