date,hamon chomage,macron chomage,fillon chomage,le pen chomage,mélenchon chomage,query,time
Dec 22, 2016;0;0;44;0;0;age;120
Dec 23, 2016;0;0;0;0;0;age;120
Dec 24, 2016;0;0;0;0;20;age;120
Dec 25, 2016;0;0;0;0;0;age;120
Dec 26, 2016;0;15;15;0;0;age;120
Dec 27, 2016;0;0;15;0;0;age;120
Dec 28, 2016;0;15;0;0;0;age;120
Dec 29, 2016;0;0;0;0;0;age;120
Dec 30, 2016;0;15;0;0;0;age;120
Dec 31, 2016;0;0;0;0;0;age;120
Jan 1, 2017;0;18;18;0;0;age;120
Jan 2, 2017;0;0;13;0;13;age;120
Jan 3, 2017;0;0;13;0;0;age;120
Jan 4, 2017;0;13;26;0;0;age;120
Jan 5, 2017;0;0;27;0;0;age;120
Jan 6, 2017;0;0;14;0;0;age;120
Jan 7, 2017;0;0;0;0;0;age;120
Jan 8, 2017;0;30;15;0;0;age;120
Jan 9, 2017;0;20;26;0;0;age;120
Jan 10, 2017;0;0;13;0;0;age;120
Jan 11, 2017;0;0;25;0;0;age;120
Jan 12, 2017;0;0;0;0;0;age;120
Jan 13, 2017;0;13;0;0;0;age;120
Jan 14, 2017;0;15;15;0;0;age;120
Jan 15, 2017;0;0;0;0;0;age;120
Jan 16, 2017;0;26;13;0;13;age;120
Jan 17, 2017;0;0;13;0;0;age;120
Jan 18, 2017;0;13;0;0;0;age;120
Jan 19, 2017;0;0;20;0;0;age;120
Jan 20, 2017;0;0;0;0;0;age;120
Jan 21, 2017;0;0;0;0;0;age;120
Jan 22, 2017;0;15;15;0;0;age;120
Jan 23, 2017;0;13;13;0;0;age;120
Jan 24, 2017;0;13;26;0;0;age;120
Jan 25, 2017;0;52;32;0;13;age;120
Jan 26, 2017;0;13;27;0;0;age;120
Jan 27, 2017;0;14;14;0;0;age;120
Jan 28, 2017;0;16;16;0;0;age;120
Jan 29, 2017;0;15;29;0;0;age;120
Jan 30, 2017;0;0;13;0;13;age;120
Jan 31, 2017;0;26;20;0;0;age;120
Feb 1, 2017;0;13;51;0;0;age;120
Feb 2, 2017;0;27;13;0;0;age;120
Feb 3, 2017;0;0;27;0;0;age;120
Feb 4, 2017;0;16;0;0;0;age;120
Feb 5, 2017;0;22;15;0;0;age;120
Feb 6, 2017;0;26;13;0;0;age;120
Feb 7, 2017;0;0;72;0;13;age;120
Feb 8, 2017;0;13;33;0;0;age;120
Feb 9, 2017;0;14;21;0;0;age;120
Feb 10, 2017;0;0;14;0;0;age;120
Feb 11, 2017;0;16;0;0;16;age;120
Feb 12, 2017;0;16;16;0;16;age;120
Feb 13, 2017;0;13;13;0;0;age;120
Feb 14, 2017;0;14;0;0;0;age;120
Feb 15, 2017;0;21;14;0;14;age;120
Feb 16, 2017;0;0;14;0;0;age;120
Feb 17, 2017;0;15;0;0;0;age;120
Feb 18, 2017;0;34;0;0;0;age;120
Feb 19, 2017;0;0;17;0;0;age;120
Feb 20, 2017;0;0;27;0;0;age;120
Feb 21, 2017;0;0;13;0;0;age;120
Feb 22, 2017;0;0;14;0;0;age;120
Feb 23, 2017;0;42;0;0;0;age;120
Feb 24, 2017;0;100;14;0;14;age;120
Feb 25, 2017;0;41;25;0;0;age;120
Feb 26, 2017;0;47;31;0;0;age;120
Feb 27, 2017;0;32;13;0;0;age;120
Feb 28, 2017;0;45;13;0;13;age;120
Mar 1, 2017;0;32;26;0;0;age;120
Mar 2, 2017;0;81;14;0;0;age;120
Mar 3, 2017;0;48;14;0;0;age;120
Mar 4, 2017;0;23;0;0;15;age;120
Mar 5, 2017;0;29;29;0;0;age;120
Mar 6, 2017;0;19;19;0;0;age;120
Mar 7, 2017;0;19;13;0;0;age;120
Mar 8, 2017;0;38;25;0;0;age;120
Mar 9, 2017;0;33;27;0;0;age;120
Mar 10, 2017;0;71;14;0;0;age;120
Mar 11, 2017;0;25;17;0;0;age;120
Mar 12, 2017;0;30;15;0;0;age;120
Mar 13, 2017;0;20;39;0;0;age;120
Mar 14, 2017;0;20;27;0;0;age;120
Mar 15, 2017;0;13;13;0;13;age;120
Mar 16, 2017;0;28;14;0;0;age;120
Mar 17, 2017;0;28;14;0;14;age;120
Mar 18, 2017;0;23;0;0;0;age;120
Mar 19, 2017;0;30;15;0;0;age;120
Mar 20, 2017;0;26;13;0;0;age;120
Mar 21, 2017;0;33;26;0;33;age;120
Mar 22, 2017;0;33;13;0;0;age;120
Mar 23, 2017;0;34;13;0;13;age;120
Mar 24, 2017;0;14;56;0;0;age;120
Mar 25, 2017;0;16;16;0;0;age;120
Mar 26, 2017;0;50;33;0;0;age;120
Mar 27, 2017;0;27;14;0;0;age;120
Mar 28, 2017;0;27;20;0;0;age;120
Mar 29, 2017;0;55;48;0;14;age;120
