date,hamon youtube,macron youtube,fillon youtube,le pen youtube,mélenchon youtube,query,time
"Feb 22, 2017","3.6078431372549","16.2352941176471","9.01960784313725","36.078431372549","27.0588235294118","age","120"
"Feb 23, 2017","7.93103448275862","11.1034482758621","9.51724137931035","34.8965517241379","28.551724137931","age","120"
"Feb 24, 2017","2.48648648648649","18.6486486486486","11.1891891891892","23.6216216216216","36.0540540540541","age","120"
"Feb 25, 2017","5.41176470588235","19.4823529411765","14.0705882352941","23.8117647058824","29.2235294117647","age","120"
"Feb 26, 2017","4.97297297297297","12.4324324324324","8.7027027027027","41.027027027027","24.8648648648649","age","120"
"Feb 27, 2017","4.92857142857143","9.85714285714286","9.85714285714286","46","21.3571428571429","age","120"
"Feb 28, 2017","1.4375","5.75","12.9375","44.5625","27.3125","age","120"
"Mar 1, 2017","2.33898305084746","28.8474576271186","35.0847457627119","14.8135593220339","10.9152542372881","age","120"
"Mar 2, 2017","4.64646464646465","24.1616161616162","21.3737373737374","24.1616161616162","17.6565656565657","age","120"
"Mar 3, 2017","2.55555555555556","16.6111111111111","31.9444444444444","21.7222222222222","19.1666666666667","age","120"
"Mar 4, 2017","4.92857142857143","17.25","22.1785714285714","32.0357142857143","15.6071428571429","age","120"
"Mar 5, 2017","3.80165289256198","5.32231404958678","44.099173553719","23.5702479338843","15.2066115702479","age","120"
"Mar 6, 2017","6.86567164179104","13.7313432835821","34.3283582089552","19.2238805970149","17.8507462686567","age","120"
"Mar 7, 2017","2.66666666666667","17.3333333333333","33.3333333333333","22.6666666666667","16","age","120"
"Mar 8, 2017","7.36","14.72","23.3066666666667","34.3466666666667","12.2666666666667","age","120"
"Mar 9, 2017","8.49230769230769","21.2307692307692","9.90769230769231","35.3846153846154","16.9846153846154","age","120"
"Mar 10, 2017","11.5","12.9375","15.8125","21.5625","30.1875","age","120"
"Mar 11, 2017","3.45","16.1","9.2","29.9","33.35","age","120"
"Mar 12, 2017","2.875","23.9583333333333","21.0833333333333","23","21.0833333333333","age","120"
"Mar 13, 2017","4.24615384615385","24.0615384615385","15.5692307692308","24.0615384615385","24.0615384615385","age","120"
"Mar 14, 2017","4.43373493975904","16.6265060240964","37.6867469879518","19.9518072289157","13.3012048192771","age","120"
"Mar 15, 2017","2.55555555555556","21.7222222222222","24.2777777777778","21.7222222222222","21.7222222222222","age","120"
"Mar 16, 2017","2.78787878787879","11.1515151515152","19.5151515151515","29.2727272727273","29.2727272727273","age","120"
"Mar 17, 2017","7.95061728395062","13.6296296296296","21.5802469135802","22.716049382716","26.1234567901235","age","120"
"Mar 18, 2017","2.96774193548387","11.8709677419355","10.3870967741935","17.8064516129032","48.9677419354839","age","120"
"Mar 19, 2017","19.2363636363636","12.5454545454545","10.0363636363636","24.2545454545455","25.9272727272727","age","120"
"Mar 20, 2017","7.66666666666667","10.2222222222222","15.3333333333333","35.7777777777778","23","age","120"
"Mar 21, 2017","3.38235294117647","19.6176470588235","10.1470588235294","28.4117647058824","30.4411764705882","age","120"
"Mar 22, 2017","4.50980392156863","20.7450980392157","15.3333333333333","16.2352941176471","35.1764705882353","age","120"
"Mar 23, 2017","4.75862068965517","13.4827586206897","12.6896551724138","28.551724137931","32.5172413793103","age","120"
"Mar 24, 2017","1.46031746031746","9.73544973544973","48.6772486772487","18.010582010582","14.1164021164021","age","120"
"Mar 25, 2017","3.94285714285714","7.88571428571429","39.4285714285714","22.3428571428571","18.4","age","120"
"Mar 26, 2017","3.86013986013986","12.2237762237762","25.7342657342657","19.9440559440559","30.2377622377622","age","120"
"Mar 27, 2017","3.79381443298969","8.5360824742268","30.3505154639175","27.5051546391753","21.8144329896907","age","120"
"Mar 28, 2017","6.65060240963855","15.5180722891566","19.9518072289157","29.9277108433735","19.9518072289157","age","120"
"Mar 29, 2017","8.97560975609756","18.6991869918699","11.9674796747967","29.9186991869919","22.4390243902439","age","120"
"Mar 30, 2017","9.2","13.1428571428571","18.4","28.9142857142857","22.3428571428571","age","120"
"Mar 31, 2017","10.019801980198","13.6633663366337","17.3069306930693","21.8613861386139","29.1485148514851","age","120"
"Apr 1, 2017","4.6","23.7666666666667","13.0333333333333","27.6","23","age","120"
"Apr 2, 2017","4.18181818181818","12.5454545454545","13.2424242424242","18.8181818181818","43.2121212121212","age","120"
"Apr 3, 2017","2.78787878787879","11.1515151515152","17.6565656565657","29.7373737373737","30.6666666666667","age","120"
"Apr 4, 2017","2.875","19.1666666666667","16.2916666666667","32.5833333333333","21.0833333333333","age","120"
"Apr 5, 2017","8.22764227642277","11.219512195122","17.9512195121951","24.6829268292683","29.9186991869919","age","120"
"Apr 6, 2017","4.75862068965517","19.0344827586207","26.1724137931034","14.2758620689655","27.7586206896552","age","120"
"Apr 7, 2017","2.28099173553719","25.8512396694215","27.3719008264463","14.4462809917355","22.0495867768595","age","120"
"Apr 8, 2017","1.97142857142857","12.4857142857143","14.4571428571429","26.2857142857143","36.8","age","120"
"Apr 9, 2017","3.64356435643564","9.56435643564356","15.9405940594059","21.4059405940594","41.4455445544554","age","120"
"Apr 10, 2017","1.54621848739496","10.0504201680672","11.5966386554622","22.4201680672269","46.3865546218487","age","120"
"Apr 11, 2017","7.41935483870968","12.6129032258065","15.5806451612903","24.4838709677419","31.9032258064516","age","120"
"Apr 12, 2017","4.38095238095238","15.6462585034014","11.265306122449","18.7755102040816","41.9319727891156","age","120"
"Apr 13, 2017","3.50476190476191","12.2666666666667","14.0190476190476","23.6571428571429","38.552380952381","age","120"
"Apr 14, 2017","3.63157894736842","10.8947368421053","13.9210526315789","36.921052631579","26.6315789473684","age","120"
"Apr 15, 2017","3.70469798657718","16.0536912751678","12.9664429530201","23.4630872483222","35.8120805369128","age","120"
"Apr 16, 2017","0.963350785340314","11.5602094240838","10.1151832460733","11.0785340314136","58.282722513089","age","120"
"Apr 17, 2017","2.20095693779904","22.0095693779904","10.1244019138756","21.1291866028708","36.5358851674641","age","120"
"Apr 18, 2017","5.13705583756345","10.2741116751269","8.87309644670051","26.1522842639594","41.5634517766497","age","120"
"Apr 19, 2017","3.6078431372549","16.8366013071895","10.2222222222222","31.2679738562092","30.0653594771242","age","120"
