date,hamon age,macron age,fillon age,le pen age,mélenchon age,query,time
"Feb 17, 2017","7.66666666666667","43.4444444444444","10.2222222222222","28.1111111111111","2.55555555555556","age","120"
"Feb 18, 2017","9.2","52.9","11.5","13.8","4.6","age","120"
"Feb 19, 2017","16.4285714285714","39.4285714285714","3.28571428571429","26.2857142857143","6.57142857142857","age","120"
"Feb 20, 2017","4","52","4","20","12","age","120"
"Feb 21, 2017","8","36","12","32","4","age","120"
"Feb 22, 2017","7.88571428571429","42.0571428571429","7.88571428571429","34.1714285714286","0","age","120"
"Feb 23, 2017","10.2222222222222","53.1555555555556","2.04444444444444","14.3111111111111","12.2666666666667","age","120"
"Feb 24, 2017","14.5263157894737","53.2631578947368","7.26315789473684","14.5263157894737","2.42105263157895","age","120"
"Feb 25, 2017","10.5142857142857","39.4285714285714","13.1428571428571","21.0285714285714","7.88571428571429","age","120"
"Feb 26, 2017","9.38775510204082","39.4285714285714","9.38775510204082","28.1632653061225","5.63265306122449","age","120"
"Feb 27, 2017","4.38095238095238","48.1904761904762","4.38095238095238","30.6666666666667","4.38095238095238","age","120"
"Feb 28, 2017","4.18181818181818","50.1818181818182","8.36363636363636","20.9090909090909","8.36363636363636","age","120"
"Mar 1, 2017","3.75510204081633","50.6938775510204","22.530612244898","11.265306122449","3.75510204081633","age","120"
"Mar 2, 2017","7.26315789473684","58.1052631578947","15.7368421052632","10.8947368421053","0","age","120"
"Mar 3, 2017","4.75862068965517","57.1034482758621","17.448275862069","11.1034482758621","1.58620689655172","age","120"
"Mar 4, 2017","7.57647058823529","37.8823529411765","27.0588235294118","16.2352941176471","3.24705882352941","age","120"
"Mar 5, 2017","4.74226804123711","33.1958762886598","36.9896907216495","15.1752577319588","1.89690721649485","age","120"
"Mar 6, 2017","7.88571428571429","47.3142857142857","26.2857142857143","5.25714285714286","5.25714285714286","age","120"
"Mar 7, 2017","6.13333333333333","49.0666666666667","21.4666666666667","12.2666666666667","3.06666666666667","age","120"
"Mar 8, 2017","8.36363636363636","52.969696969697","11.1515151515152","13.9393939393939","5.57575757575758","age","120"
"Mar 9, 2017","13.4166666666667","59.4166666666667","5.75","9.58333333333333","3.83333333333333","age","120"
"Mar 10, 2017","11.265306122449","52.5714285714286","5.63265306122449","18.7755102040816","3.75510204081633","age","120"
"Mar 11, 2017","9.51724137931035","42.8275862068965","4.75862068965517","28.551724137931","6.3448275862069","age","120"
"Mar 12, 2017","7.77464788732394","62.1971830985916","7.77464788732394","10.3661971830986","3.88732394366197","age","120"
"Mar 13, 2017","3.53846153846154","60.1538461538462","7.07692307692308","15.9230769230769","5.30769230769231","age","120"
"Mar 14, 2017","11.7446808510638","45.0212765957447","19.5744680851064","11.7446808510638","3.91489361702128","age","120"
"Mar 15, 2017","6.57142857142857","48.1904761904762","8.76190476190476","24.0952380952381","4.38095238095238","age","120"
"Mar 16, 2017","14.8387096774194","50.4516129032258","5.93548387096774","14.8387096774194","5.93548387096774","age","120"
"Mar 17, 2017","11.7948717948718","44.8205128205128","9.43589743589744","18.8717948717949","7.07692307692308","age","120"
"Mar 18, 2017","5.11111111111111","46","8.51851851851852","23.8518518518519","8.51851851851852","age","120"
"Mar 19, 2017","12.2666666666667","55.2","8.58666666666667","11.04","4.90666666666667","age","120"
"Mar 20, 2017","17.011320754717","34.7169811320755","9.37358490566038","22.5660377358491","8.33207547169811","age","120"
"Mar 21, 2017","13.4634146341463","45.6260162601626","7.47967479674797","18.6991869918699","6.73170731707317","age","120"
"Mar 22, 2017","7.66666666666667","52.1333333333333","10.7333333333333","16.8666666666667","4.6","age","120"
"Mar 23, 2017","8.23880597014925","49.4328358208955","13.7313432835821","15.1044776119403","5.49253731343284","age","120"
"Mar 24, 2017","9.01960784313725","43.2941176470588","14.4313725490196","21.6470588235294","3.6078431372549","age","120"
"Mar 25, 2017","7.54098360655738","48.2622950819672","16.5901639344262","13.5737704918033","6.0327868852459","age","120"
"Mar 26, 2017","11.5","43.125","7.1875","23","7.1875","age","120"
"Mar 27, 2017","8.36363636363636","47.3939393939394","8.36363636363636","19.5151515151515","8.36363636363636","age","120"
"Mar 28, 2017","3.91489361702128","31.3191489361702","9.78723404255319","41.1063829787234","5.87234042553191","age","120"
"Mar 29, 2017","4.27906976744186","49.2093023255814","8.55813953488372","25.6744186046512","4.27906976744186","age","120"
"Mar 30, 2017","8.90322580645161","44.5161290322581","8.90322580645161","17.8064516129032","11.8709677419355","age","120"
"Mar 31, 2017","5.41176470588235","40.5882352941176","13.5294117647059","24.3529411764706","8.11764705882353","age","120"
"Apr 1, 2017","4.75862068965517","60.2758620689655","6.3448275862069","14.2758620689655","6.3448275862069","age","120"
"Apr 2, 2017","4.92857142857143","42.7142857142857","8.21428571428572","24.6428571428571","11.5","age","120"
"Apr 3, 2017","4.18181818181818","52.2727272727273","8.36363636363636","23","4.18181818181818","age","120"
"Apr 4, 2017","9.51724137931035","43.3563218390805","7.40229885057471","25.3793103448276","6.3448275862069","age","120"
"Apr 5, 2017","8.36363636363636","43.4909090909091","8.36363636363636","21.7454545454545","10.0363636363636","age","120"
"Apr 6, 2017","2.2716049382716","68.1481481481481","6.81481481481481","7.95061728395062","6.81481481481481","age","120"
"Apr 7, 2017","5.20754716981132","52.0754716981132","6.94339622641509","17.3584905660377","10.4150943396226","age","120"
"Apr 8, 2017","4.92857142857143","49.2857142857143","4.92857142857143","23","9.85714285714286","age","120"
"Apr 9, 2017","5.04109589041096","39.0684931506849","8.82191780821918","26.4657534246575","12.6027397260274","age","120"
"Apr 10, 2017","9.2","41.4","6.9","18.4","16.1","age","120"
"Apr 11, 2017","9.68421052631579","43.578947368421","9.68421052631579","16.9473684210526","12.1052631578947","age","120"
"Apr 12, 2017","11.6825396825397","54.031746031746","7.3015873015873","8.76190476190476","10.2222222222222","age","120"
"Apr 13, 2017","4.18181818181818","56.4545454545455","10.4545454545455","8.36363636363636","12.5454545454545","age","120"
"Apr 14, 2017","3.83333333333333","40.25","7.66666666666667","23","17.25","age","120"
"Apr 15, 2017","7.66666666666667","39.8666666666667","10.7333333333333","23","10.7333333333333","age","120"
"Apr 16, 2017","10.7333333333333","46","3.06666666666667","16.8666666666667","15.3333333333333","age","120"
"Apr 17, 2017","4.34645669291339","60.8503937007874","5.79527559055118","13.7637795275591","7.24409448818898","age","120"
"Apr 18, 2017","4.18181818181818","33.4545454545455","5.57575757575758","40.4242424242424","8.36363636363636","age","120"
"Apr 19, 2017","7.3015873015873","35.047619047619","5.84126984126984","32.1269841269841","11.6825396825397","age","120"
