date,hamon femme,macron femme,fillon femme,le pen mari,mélenchon femme,query,time
"Mar 3, 2017","24.2105263157895","41.9649122807018","17.7543859649123","4.84210526315789","3.2280701754386","age","120"
"Mar 4, 2017","11.9259259259259","49.4074074074074","18.7407407407407","8.51851851851852","3.40740740740741","age","120"
"Mar 5, 2017","17.3333333333333","36","28","8","2.66666666666667","age","120"
"Mar 6, 2017","9.68421052631579","38.7368421052632","33.8947368421053","4.84210526315789","4.84210526315789","age","120"
"Mar 7, 2017","11.5","43.7","25.3","4.6","6.9","age","120"
"Mar 8, 2017","10.8235294117647","55.921568627451","16.2352941176471","5.41176470588235","3.6078431372549","age","120"
"Mar 9, 2017","19.5151515151515","55.7575757575758","8.36363636363636","5.57575757575758","2.78787878787879","age","120"
"Mar 10, 2017","17.1525423728814","57.6949152542373","4.67796610169492","7.79661016949153","4.67796610169492","age","120"
"Mar 11, 2017","9.07042253521127","53.1267605633803","10.3661971830986","9.07042253521127","10.3661971830986","age","120"
"Mar 12, 2017","7.56164383561644","61.7534246575342","8.82191780821918","7.56164383561644","6.3013698630137","age","120"
"Mar 13, 2017","12.9375","53.1875","11.5","8.625","5.75","age","120"
"Mar 14, 2017","10.2222222222222","52.8148148148148","15.3333333333333","10.2222222222222","3.40740740740741","age","120"
"Mar 15, 2017","8.97560975609756","47.1219512195122","6.73170731707317","22.4390243902439","6.73170731707317","age","120"
"Mar 16, 2017","12.4324324324324","47.2432432432432","12.4324324324324","12.4324324324324","7.45945945945946","age","120"
"Mar 17, 2017","9.68421052631579","53.2631578947368","12.1052631578947","7.26315789473684","9.68421052631579","age","120"
"Mar 18, 2017","7.07692307692308","37.1538461538462","12.3846153846154","12.3846153846154","23","age","120"
"Mar 19, 2017","35.974358974359","27.7179487179487","2.94871794871795","2.94871794871795","22.4102564102564","age","120"
"Mar 20, 2017","22.530612244898","31.1673469387755","4.50612244897959","15.7714285714286","18.0244897959184","age","120"
"Mar 21, 2017","17.9060402684564","41.3691275167785","5.55704697986577","9.26174496644295","17.9060402684564","age","120"
"Mar 22, 2017","16","36","12","5","23","age","120"
"Mar 23, 2017","15.1392405063291","39.5949367088608","9.31645569620253","12.8101265822785","15.1392405063291","age","120"
"Mar 24, 2017","14.8387096774194","40.0645161290323","19.2903225806452","5.93548387096774","11.8709677419355","age","120"
"Mar 25, 2017","9.75757575757576","47.3939393939394","19.5151515151515","5.57575757575758","9.75757575757576","age","120"
"Mar 26, 2017","9.75757575757576","18.8181818181818","4.87878787878788","48.0909090909091","10.4545454545455","age","120"
"Mar 27, 2017","16.56","33.12","11.04","14.72","16.56","age","120"
"Mar 28, 2017","10.6976744186047","40.6511627906977","14.9767441860465","12.8372093023256","12.8372093023256","age","120"
"Mar 29, 2017","14.1538461538462","49.5384615384615","12.3846153846154","7.07692307692308","8.84615384615385","age","120"
"Mar 30, 2017","16.7272727272727","39.4285714285714","25.0909090909091","2.38961038961039","8.36363636363636","age","120"
"Mar 31, 2017","17.3584905660377","39.9245283018868","15.622641509434","6.94339622641509","12.1509433962264","age","120"
"Apr 1, 2017","8","60","6.66666666666667","9.33333333333333","8","age","120"
"Apr 2, 2017","8.625","44.5625","7.1875","14.375","17.25","age","120"
"Apr 3, 2017","7.82978723404255","52.8510638297872","7.82978723404255","7.82978723404255","15.6595744680851","age","120"
"Apr 4, 2017","19.3684210526316","41.5037593984962","9.68421052631579","9.68421052631579","11.7593984962406","age","120"
"Apr 5, 2017","8.11764705882353","50.0588235294118","6.76470588235294","10.8235294117647","16.2352941176471","age","120"
"Apr 6, 2017","5.81052631578947","61.9789473684211","6.77894736842105","2.90526315789474","14.5263157894737","age","120"
"Apr 7, 2017","8.26966292134831","53.752808988764","6.20224719101124","7.23595505617978","16.5393258426966","age","120"
"Apr 8, 2017","10.6976744186047","42.7906976744186","8.55813953488372","6.41860465116279","23.5348837209302","age","120"
"Apr 9, 2017","6.85106382978723","38.1702127659574","6.85106382978723","8.80851063829787","31.3191489361702","age","120"
"Apr 10, 2017","6.66666666666667","38.6666666666667","9.33333333333333","6.66666666666667","30.6666666666667","age","120"
"Apr 11, 2017","6.86567164179104","38.4477611940299","8.23880597014925","8.23880597014925","30.2089552238806","age","120"
"Apr 12, 2017","8","49","6","5","24","age","120"
"Apr 13, 2017","5.25714285714286","51.2571428571429","5.25714285714286","5.25714285714286","24.9714285714286","age","120"
"Apr 14, 2017","10.2222222222222","34.0740740740741","6.81481481481481","13.6296296296296","27.2592592592593","age","120"
"Apr 15, 2017","9.40909090909091","47.0454545454545","3.13636363636364","10.4545454545455","21.9545454545455","age","120"
"Apr 16, 2017","10.7747747747748","45.5855855855856","4.97297297297297","8.28828828828829","22.3783783783784","age","120"
"Apr 17, 2017","6.21621621621622","62.1621621621622","4.35135135135135","4.35135135135135","14.9189189189189","age","120"
"Apr 18, 2017","3.13636363636364","46","8.36363636363636","18.8181818181818","15.6818181818182","age","120"
"Apr 19, 2017","8.05","50.6","6.9","16.1","10.35","age","120"
