date,hamon femme,macron femme,fillon femme,le pen mari,mélenchon femme,query,time
"Dec 22, 2016","6.13333333333333","36.8","24.5333333333333","12.2666666666667","12.2666666666667","age","120"
"Dec 23, 2016","15.3333333333333","38.3333333333333","15.3333333333333","23","0","age","120"
"Dec 24, 2016","9.68421052631579","67.7894736842105","4.84210526315789","9.68421052631579","0","age","120"
"Dec 25, 2016","0","67.4666666666667","6.13333333333333","18.4","0","age","120"
"Dec 26, 2016","23","38.3333333333333","15.3333333333333","15.3333333333333","0","age","120"
"Dec 27, 2016","12.2666666666667","42.9333333333333","18.4","18.4","0","age","120"
"Dec 28, 2016","9.2","46","9.2","18.4","9.2","age","120"
"Dec 29, 2016","13.1428571428571","39.4285714285714","13.1428571428571","13.1428571428571","13.1428571428571","age","120"
"Dec 30, 2016","13.1428571428571","52.5714285714286","13.1428571428571","13.1428571428571","0","age","120"
"Dec 31, 2016","5.41176470588235","59.5294117647059","5.41176470588235","16.2352941176471","5.41176470588235","age","120"
"Jan 1, 2017","13.1428571428571","59.1428571428571","6.57142857142857","13.1428571428571","0","age","120"
"Jan 2, 2017","46","27.6","9.2","4.6","4.6","age","120"
"Jan 3, 2017","33.4545454545455","16.7272727272727","8.36363636363636","16.7272727272727","16.7272727272727","age","120"
"Jan 4, 2017","37.6363636363636","20.9090909090909","12.5454545454545","12.5454545454545","8.36363636363636","age","120"
"Jan 5, 2017","9.68421052631579","62.9473684210526","4.84210526315789","9.68421052631579","4.84210526315789","age","120"
"Jan 6, 2017","9.2","50.6","13.8","9.2","9.2","age","120"
"Jan 7, 2017","34.5","40.25","8.625","5.75","2.875","age","120"
"Jan 8, 2017","13.6296296296296","54.5185185185185","6.81481481481481","6.81481481481481","10.2222222222222","age","120"
"Jan 9, 2017","19.7142857142857","39.4285714285714","6.57142857142857","13.1428571428571","13.1428571428571","age","120"
"Jan 10, 2017","6.13333333333333","55.2","6.13333333333333","12.2666666666667","12.2666666666667","age","120"
"Jan 11, 2017","14.1538461538462","49.5384615384615","7.07692307692308","14.1538461538462","7.07692307692308","age","120"
"Jan 12, 2017","20","36","8","20","8","age","120"
"Jan 13, 2017","34.5","34.5","5.75","11.5","5.75","age","120"
"Jan 14, 2017","17.8064516129032","56.3870967741936","2.96774193548387","8.90322580645161","5.93548387096774","age","120"
"Jan 15, 2017","20.7","48.3","4.6","6.9","11.5","age","120"
"Jan 16, 2017","12.4324324324324","37.2972972972973","2.48648648648649","34.8108108108108","4.97297297297297","age","120"
"Jan 17, 2017","5.11111111111111","61.3333333333333","10.2222222222222","5.11111111111111","10.2222222222222","age","120"
"Jan 18, 2017","8","56","8","8","12","age","120"
"Jan 19, 2017","26.6315789473684","50.8421052631579","2.42105263157895","7.26315789473684","4.84210526315789","age","120"
"Jan 20, 2017","23","50.6","4.6","9.2","4.6","age","120"
"Jan 21, 2017","10.2222222222222","51.1111111111111","6.81481481481481","13.6296296296296","10.2222222222222","age","120"
"Jan 22, 2017","63.7623762376238","20.950495049505","2.73267326732673","1.82178217821782","2.73267326732673","age","120"
"Jan 23, 2017","56.5142857142857","27.6","3.94285714285714","1.31428571428571","2.62857142857143","age","120"
"Jan 24, 2017","28.655737704918","25.6393442622951","31.672131147541","3.01639344262295","3.01639344262295","age","120"
"Jan 25, 2017","37.5853658536585","12.9024390243902","38.1463414634146","1.68292682926829","1.68292682926829","age","120"
"Jan 26, 2017","23","10.2894736842105","55.0789473684211","1.81578947368421","1.81578947368421","age","120"
"Jan 27, 2017","27.6989247311828","18.7956989247312","33.6344086021505","5.93548387096774","5.93548387096774","age","120"
"Jan 28, 2017","28.5945945945946","23.6216216216216","28.5945945945946","6.21621621621622","4.97297297297297","age","120"
"Jan 29, 2017","48.1610738255034","16.6711409395973","16.6711409395973","6.1744966442953","4.32214765100671","age","120"
"Jan 30, 2017","41.2413793103448","21.4137931034483","19.0344827586207","1.58620689655172","8.72413793103448","age","120"
"Jan 31, 2017","28.8192771084337","24.3855421686747","25.4939759036145","6.65060240963855","6.65060240963855","age","120"
"Feb 1, 2017","15.7073170731707","39.2682926829268","28.0487804878049","5.60975609756098","3.36585365853659","age","120"
"Feb 2, 2017","14.8045977011494","41.2413793103448","28.551724137931","5.28735632183908","2.11494252873563","age","120"
"Feb 3, 2017","15.5324675324675","39.4285714285714","27.4805194805195","4.77922077922078","4.77922077922078","age","120"
"Feb 4, 2017","9.01960784313725","59.5294117647059","15.3333333333333","4.50980392156863","3.6078431372549","age","120"
"Feb 5, 2017","27.7586206896552","36.4827586206897","13.4827586206897","7.93103448275862","6.3448275862069","age","120"
"Feb 6, 2017","9.75757575757576","39.030303030303","30.6666666666667","5.57575757575758","6.96969696969697","age","120"
"Feb 7, 2017","9.33333333333333","56","17.3333333333333","5.33333333333333","4","age","120"
"Feb 8, 2017","16.9846153846154","46.7076923076923","21.2307692307692","4.24615384615385","2.83076923076923","age","120"
"Feb 9, 2017","12.1764705882353","39.2352941176471","16.2352941176471","20.2941176470588","4.05882352941177","age","120"
"Feb 10, 2017","10.6153846153846","37.1538461538462","23","15.9230769230769","5.30769230769231","age","120"
"Feb 11, 2017","25.0909090909091","35.5454545454545","16.7272727272727","8.36363636363636","6.27272727272727","age","120"
"Feb 12, 2017","17.6923076923077","42.4615384615385","14.1538461538462","10.6153846153846","7.07692307692308","age","120"
"Feb 13, 2017","18.4","36.8","18.4","9.2","9.2","age","120"
"Feb 14, 2017","53.0169491525424","24.9491525423729","9.35593220338983","3.11864406779661","1.55932203389831","age","120"
"Feb 15, 2017","31.5428571428571","31.5428571428571","18.4","5.25714285714286","5.25714285714286","age","120"
"Feb 16, 2017","12.2666666666667","49.0666666666667","24.5333333333333","3.06666666666667","3.06666666666667","age","120"
"Feb 17, 2017","16.1","41.4","13.8","9.2","11.5","age","120"
"Feb 18, 2017","11.7446808510638","58.7234042553192","9.78723404255319","7.82978723404255","3.91489361702128","age","120"
"Feb 19, 2017","25.0909090909091","39.030303030303","5.57575757575758","11.1515151515152","11.1515151515152","age","120"
"Feb 20, 2017","13.4634146341463","42.6341463414634","6.73170731707317","24.6829268292683","4.48780487804878","age","120"
"Feb 21, 2017","11.8709677419355","35.6129032258064","14.8387096774194","23.741935483871","5.93548387096774","age","120"
"Feb 22, 2017","5.57575757575758","50.1818181818182","11.1515151515152","16.7272727272727","8.36363636363636","age","120"
"Feb 23, 2017","8.36363636363636","56.4545454545455","6.27272727272727","6.27272727272727","14.6363636363636","age","120"
"Feb 24, 2017","10.8235294117647","55.921568627451","12.6274509803922","7.2156862745098","5.41176470588235","age","120"
"Feb 25, 2017","11.5","46","18.4","9.2","6.9","age","120"
"Feb 26, 2017","14.3111111111111","49.0666666666667","12.2666666666667","12.2666666666667","4.08888888888889","age","120"
"Feb 27, 2017","8.625","43.125","14.375","17.25","8.625","age","120"
"Feb 28, 2017","8.36363636363636","50.1818181818182","12.5454545454545","12.5454545454545","8.36363636363636","age","120"
"Mar 1, 2017","20.9824561403509","37.1228070175439","17.7543859649123","11.2982456140351","4.84210526315789","age","120"
"Mar 2, 2017","10.3870967741935","56.3870967741936","13.3548387096774","7.41935483870968","4.45161290322581","age","120"
