date,hamon WEB_BEST_TOPIC0,macron WEB_BEST_TOPIC0,fillon WEB_BEST_TOPIC0,le pen WEB_BEST_TOPIC0,mélenchon WEB_BEST_TOPIC0,query,time
"Dec 22, 2016","0.899768518518517","24.6251531339031","14.1850534188034","28.2490679228179","16.3742903392903","age","120"
"Dec 23, 2016","4.37824293479099","18.3910449500778","15.7757582715116","28.8648205334937","16.9234666434593","age","120"
"Dec 24, 2016","6.03504273504273","19.1640753690753","13.3852136752137","29.2929215229215","16.45608003108","age","120"
"Dec 25, 2016","4.04082725784853","22.0153430375771","9.35523260427515","34.281396893099","10.8072002072002","age","120"
"Dec 26, 2016","5.64395802932389","12.967450092816","14.4680198933857","28.9319049604416","6.22200035736621","age","120"
"Dec 27, 2016","2.08452543452544","13.2827476869503","12.1033935259151","35.918084280261","10.9779157390149","age","120"
"Dec 28, 2016","5.68611111111111","26.0477157287157","9.79574314574316","35.6056151996152","11.0314814814815","age","120"
"Dec 29, 2016","2.52673350041771","20.1466583124478","12.6868922305765","31.1821303258145","13.9575856307435","age","120"
"Dec 30, 2016","2.39728976697062","21.0484428948885","8.70768659236744","34.1274636946977","18.0524503844091","age","120"
"Dec 31, 2016","0","13.3846480448669","8.60658759541112","35.010055229768","15.8320424632873","age","120"
"Jan 1, 2017","4.28321290815692","14.8310425887414","12.6889710979577","28.9493627686237","12.0807439698537","age","120"
"Jan 2, 2017","5.23237258626148","26.5864122547456","13.6900349158682","22.2591362669141","20.3987106428773","age","120"
"Jan 3, 2017","5.55515819750582","9.36130345332212","21.5421581231916","37.6891192715823","6.35226095439805","age","120"
"Jan 4, 2017","5.26106764544898","17.1953475019967","22.7541058415703","33.7304000537306","9.22574562392005","age","120"
"Jan 5, 2017","6.72587859217762","24.2645418352526","18.6448250596535","28.3437979821559","10.1876231974271","age","120"
"Jan 6, 2017","7.80196125950512","23.7983414993941","18.4345062606466","19.9594099362521","14.3391143775354","age","120"
"Jan 7, 2017","5.59480641163001","19.3622299721156","11.9575651473728","31.4816292706119","12.1037691982697","age","120"
"Jan 8, 2017","10.9538191438191","21.3128813778814","10.1146610796611","29.4750497650498","12.476921966922","age","120"
"Jan 9, 2017","7.33125040434982","13.3306500517027","23.8139057606894","17.020984473616","26.6698759763087","age","120"
"Jan 10, 2017","3.85203470277","22.6201563958917","12.9389316837846","32.0932500778089","12.8289604730781","age","120"
"Jan 11, 2017","10.0600887932005","23.4586276110352","17.5739785850788","27.5614869939898","9.51248468336233","age","120"
"Jan 12, 2017","5.26440781124077","24.6237343940988","17.3388811074798","21.248096090933","19.6915472629143","age","120"
"Jan 13, 2017","8.30695970695969","24.1322087260338","13.6431325247716","27.4592446009205","14.625121107981","age","120"
"Jan 14, 2017","5.98929195139866","20.1039674389921","12.3239705249752","28.514260052516","13.568510032118","age","120"
"Jan 15, 2017","6.87790158331589","31.188324735354","9.90331612396113","18.239148639078","18.1246422516244","age","120"
"Jan 16, 2017","6.69107581002235","26.897274078268","15.2733835345764","20.9656882742101","18.3392449695897","age","120"
"Jan 17, 2017","7.48440303034903","28.4682273652262","17.5666232050814","19.7627017651278","11.0513779675489","age","120"
"Jan 18, 2017","10.0782597519439","31.3044891698142","7.97580313276906","25.3687134445649","13.4394011675745","age","120"
"Jan 19, 2017","16.6114943831209","31.399881352317","12.7172497585572","23.187254779976","8.08411972602903","age","120"
"Jan 20, 2017","11.463969519759","23.4783616870459","9.96190811625024","25.2083240297714","10.3874366471735","age","120"
"Jan 21, 2017","12.1446076146076","15.9826933908856","8.09344409403234","26.7864008439618","15.1928540565126","age","120"
"Jan 22, 2017","33.7595163786409","15.1875882001211","8.59266121560328","16.5276801963372","14.0992206759642","age","120"
"Jan 23, 2017","26.0406766570315","20.1021585874167","9.648504868558","23.033606826104","13.1750530608899","age","120"
"Jan 24, 2017","27.834298442057","16.8779202121156","14.162200646396","16.050584144837","13.2416632212609","age","120"
"Jan 25, 2017","24.6144575724086","15.5274201550734","23.9566010197584","16.60222466935","11.2992965834096","age","120"
"Jan 26, 2017","19.375543223178","17.9008101461465","27.5975518181752","18.410563526333","8.71553128616725","age","120"
"Jan 27, 2017","13.8215122063099","14.4617358967876","27.9630035889316","18.8155519690998","9.27152967220441","age","120"
"Jan 28, 2017","12.5108191150833","12.882885461546","29.5584861627919","19.5170328349736","13.6974430922718","age","120"
"Jan 29, 2017","25.9676789729835","18.0355187807005","21.2507140063369","17.7540716206468","8.99201661933231","age","120"
"Jan 30, 2017","21.6941773429123","16.8834241007326","21.8401517233675","13.0085697338002","18.5736770991874","age","120"
"Jan 31, 2017","11.1181659770616","23.4077414035147","27.2167859746541","20.6978838082552","9.55942283651436","age","120"
"Feb 1, 2017","7.68864217817688","19.7157790424385","32.4338190305346","20.5266767956466","11.6350829532034","age","120"
"Feb 2, 2017","6.58663223529404","16.2237428429331","34.1932442806952","21.0012837898243","10.16176351792","age","120"
"Feb 3, 2017","7.54010989358739","13.7680459090986","38.1249942491292","17.8913187903146","10.8421978245369","age","120"
"Feb 4, 2017","8.78388520197335","26.1483131916144","25.6509657614817","23.3782304823888","8.03860536254172","age","120"
"Feb 5, 2017","8.35538778062731","20.4306856226527","18.3197619103382","26.8218302422189","18.0723344441628","age","120"
"Feb 6, 2017","6.33097699198296","16.1705046588333","34.8003979663872","19.1568413849629","15.5412789978337","age","120"
"Feb 7, 2017","9.67486188025985","16.6622398993091","33.8687087325313","18.3638578527945","9.59699830177192","age","120"
"Feb 8, 2017","3.48598191778421","17.7966149216809","33.882609350232","17.8390712062718","11.3290559373644","age","120"
"Feb 9, 2017","3.85687003206322","19.4718114899253","25.7895545177434","30.5994542922874","12.2823096679807","age","120"
"Feb 10, 2017","3.83973111124792","15.3680271022939","19.0549718109466","39.9529108848668","9.95102575731147","age","120"
"Feb 11, 2017","5.88088607933074","18.7237353530584","19.778282888902","32.3027985986141","11.4809637467614","age","120"
"Feb 12, 2017","7.42772259707208","20.1276397491138","18.3918608369648","30.3137432690547","11.9057002144613","age","120"
"Feb 13, 2017","4.82560797441799","19.3232909633804","26.9814784483824","30.573253766618","6.46303551386782","age","120"
"Feb 14, 2017","9.86210959214309","18.7523136160469","19.6267000876382","32.6601893992706","11.0986873049011","age","120"
"Feb 15, 2017","5.41742060263386","19.5275469599457","28.3292577651455","25.3965358944309","9.4959054445108","age","120"
"Feb 16, 2017","8.32403934673283","16.4655782667717","24.0496597492044","24.1670944016165","15.1602949023413","age","120"
"Feb 17, 2017","6.72426246007726","29.5653513523451","20.078820242631","20.5761576417919","11.2220749698214","age","120"
"Feb 18, 2017","5.12481800276713","24.4095246434846","14.3724674024974","26.7403885513645","13.6861347332197","age","120"
"Feb 19, 2017","9.45931374178225","14.9412823725186","15.2776444411667","25.3204481751854","27.001311269347","age","120"
"Feb 20, 2017","8.79564443970175","22.1057493240838","17.4187865392929","24.3638910471422","15.4825953164461","age","120"
"Feb 21, 2017","5.40786129792576","13.4597284807723","23.3640732539779","28.1716105157372","17.7633931182535","age","120"
"Feb 22, 2017","4.61552042595948","21.654049153726","16.952152090507","30.4420436264374","14.5029013700368","age","120"
"Feb 23, 2017","9.48635203791315","26.0745055172594","9.96075438147264","25.9397562484081","16.7052984816133","age","120"
"Feb 24, 2017","5.08719601223146","29.136015229836","13.6986005512873","23.457597680468","20.6205905261772","age","120"
"Feb 25, 2017","6.42461181011079","31.0680901063839","16.6995148369697","24.9626331401719","12.8451501063637","age","120"
"Feb 26, 2017","8.13228208443844","26.0150155111415","13.2935502730657","27.9641560489263","12.7616627490946","age","120"
"Feb 27, 2017","4.90908399537899","24.8275241725724","12.8372876084992","30.8357044305157","14.7570664597003","age","120"
"Feb 28, 2017","5.92045917556481","22.246195445031","12.9856175852303","30.7491764852025","16.265217975638","age","120"
"Mar 1, 2017","4.93256996790718","24.8884511829002","33.9578811839049","18.613977964212","9.60711970107576","age","120"
"Mar 2, 2017","8.97277111527226","32.9584677896488","19.8263574614729","22.0444785533278","8.19792508027828","age","120"
"Mar 3, 2017","4.47286349921712","28.9738908354703","26.0829132585982","19.9436253884493","8.69337368493172","age","120"
"Mar 4, 2017","5.17355253194305","21.3914987766845","28.2635605234812","21.1430035043026","12.1950513302554","age","120"
"Mar 5, 2017","9.47097571923844","18.8558587099549","41.4068735338969","14.2013851804625","8.06490685644727","age","120"
"Mar 6, 2017","10.1025328168812","18.7363333096416","34.4195205215314","20.7557694391098","7.98584391283602","age","120"
"Mar 7, 2017","5.48866405622467","24.5563427849165","28.3794747050802","18.8912322809866","10.8509528394587","age","120"
"Mar 8, 2017","9.92768435742121","29.7974782448467","21.5946745294114","20.9935370369581","9.68662583136267","age","120"
"Mar 9, 2017","11.9195247042989","29.6425844520756","19.9038862635109","22.719798636663","7.81420594345159","age","120"
"Mar 10, 2017","16.3089396258874","24.6986845444601","16.8031812509642","20.2046030827324","13.9845914959559","age","120"
"Mar 11, 2017","8.36616484848899","30.688913911957","16.2142173235194","26.2319084102106","10.498795505824","age","120"
"Mar 12, 2017","5.71111223567156","29.7650853938079","19.0569695396811","23.4024784417313","10.2310210557748","age","120"
"Mar 13, 2017","7.36180939490332","24.3240956676394","27.387783799863","20.6102256351868","8.48275216907415","age","120"
"Mar 14, 2017","8.29874784411512","21.1808370554634","28.9638495899606","20.9816885556615","8.74154362146602","age","120"
"Mar 15, 2017","3.63787100894944","18.9125662872395","26.8310988510335","24.7832881728306","17.8351756799469","age","120"
"Mar 16, 2017","9.25872769973199","21.8675345432349","17.324208277877","24.1640757399271","15.5521204058956","age","120"
"Mar 17, 2017","12.4371848419434","18.9029630314921","21.8888181044379","21.5159426806274","17.2550913414991","age","120"
"Mar 18, 2017","7.9176837988755","20.0396682899695","14.6958564227167","20.9449751328428","20.7351496889289","age","120"
"Mar 19, 2017","15.1401256252202","22.9483041143087","15.3258121768551","20.8936640044589","17.6920940791572","age","120"
