date,hamon facebook,macron facebook,fillon facebook,le pen facebook,mélenchon facebook,query,time
"Dec 22, 2016","3.06666666666667","3.06666666666667","9.2","61.3333333333333","15.3333333333333","age","120"
"Dec 23, 2016","2.48648648648649","12.4324324324324","7.45945945945946","49.7297297297297","19.8918918918919","age","120"
"Dec 24, 2016","10.6153846153846","10.6153846153846","3.53846153846154","46","21.2307692307692","age","120"
"Dec 25, 2016","7.07692307692308","4.71794871794872","9.43589743589744","63.6923076923077","7.07692307692308","age","120"
"Dec 26, 2016","7.07692307692308","7.07692307692308","10.6153846153846","60.1538461538462","7.07692307692308","age","120"
"Dec 27, 2016","2.48648648648649","7.45945945945946","4.97297297297297","72.1081081081081","4.97297297297297","age","120"
"Dec 28, 2016","2.875","2.875","5.75","63.25","17.25","age","120"
"Dec 29, 2016","0","11.5","11.5","63.25","5.75","age","120"
"Dec 30, 2016","3.91489361702128","3.91489361702128","3.91489361702128","64.5957446808511","15.6595744680851","age","120"
"Dec 31, 2016","0","3.6078431372549","3.6078431372549","75.7647058823529","9.01960784313725","age","120"
"Jan 1, 2017","3.28571428571429","6.57142857142857","3.28571428571429","62.4285714285714","16.4285714285714","age","120"
"Jan 2, 2017","6.81481481481481","10.2222222222222","10.2222222222222","44.2962962962963","20.4444444444444","age","120"
"Jan 3, 2017","5.57575757575758","2.78787878787879","8.36363636363636","69.6969696969697","5.57575757575758","age","120"
"Jan 4, 2017","3.17241379310345","9.51724137931035","9.51724137931035","63.448275862069","6.3448275862069","age","120"
"Jan 5, 2017","6.57142857142857","9.85714285714286","9.85714285714286","52.5714285714286","13.1428571428571","age","120"
"Jan 6, 2017","7.66666666666667","15.3333333333333","11.5","53.6666666666667","3.83333333333333","age","120"
"Jan 7, 2017","6.73170731707317","11.219512195122","6.73170731707317","51.609756097561","15.7073170731707","age","120"
"Jan 8, 2017","8.76190476190476","13.1428571428571","8.76190476190476","48.1904761904762","13.1428571428571","age","120"
"Jan 9, 2017","6.81481481481481","10.2222222222222","17.037037037037","40.8888888888889","17.037037037037","age","120"
"Jan 10, 2017","5.41176470588235","5.41176470588235","8.11764705882353","70.3529411764706","2.70588235294118","age","120"
"Jan 11, 2017","5.75","17.25","8.625","51.75","8.625","age","120"
"Jan 12, 2017","7.82978723404255","11.7446808510638","9.78723404255319","46.9787234042553","15.6595744680851","age","120"
"Jan 13, 2017","3.28571428571429","4.92857142857143","3.28571428571429","60.7857142857143","19.7142857142857","age","120"
"Jan 14, 2017","4.27906976744186","17.1162790697674","6.41860465116279","59.9069767441861","4.27906976744186","age","120"
