date,hamon facebook,macron facebook,fillon facebook,le pen facebook,mélenchon facebook,query,time
"Jan 15, 2017","4.67796610169492","15.5932203389831","6.23728813559322","48.3389830508475","17.1525423728814","age","120"
"Jan 16, 2017","2.13953488372093","14.9767441860465","4.27906976744186","57.7674418604651","12.8372093023256","age","120"
"Jan 17, 2017","3.75510204081633","26.2857142857143","7.51020408163265","46.9387755102041","7.51020408163265","age","120"
"Jan 18, 2017","5.75","15.3333333333333","7.66666666666667","53.6666666666667","9.58333333333333","age","120"
"Jan 19, 2017","5.87234042553191","13.7021276595745","9.78723404255319","48.936170212766","13.7021276595745","age","120"
"Jan 20, 2017","9.68421052631579","14.5263157894737","7.26315789473684","48.4210526315789","12.1052631578947","age","120"
"Jan 21, 2017","7.07692307692308","11.7948717948718","4.71794871794872","54.2564102564103","14.1538461538462","age","120"
"Jan 22, 2017","34.9859154929577","7.77464788732394","2.59154929577465","34.9859154929577","11.6619718309859","age","120"
"Jan 23, 2017","38.9230769230769","8.25641025641026","3.53846153846154","30.6666666666667","10.6153846153846","age","120"
"Jan 24, 2017","22.2068965517241","12.6896551724138","12.6896551724138","38.0689655172414","6.3448275862069","age","120"
"Jan 25, 2017","17.6923076923077","7.96153846153846","34.5","27.4230769230769","4.42307692307692","age","120"
"Jan 26, 2017","19.4222222222222","8.17777777777778","34.7555555555556","22.4888888888889","7.15555555555556","age","120"
"Jan 27, 2017","11.5","7.07692307692308","39.8076923076923","28.3076923076923","5.30769230769231","age","120"
"Jan 28, 2017","7.91397849462366","3.95698924731183","44.5161290322581","26.7096774193548","8.90322580645161","age","120"
"Jan 29, 2017","27.8139534883721","7.13178294573643","29.953488372093","22.1085271317829","4.9922480620155","age","120"
"Jan 30, 2017","23.6330275229358","10.9724770642202","28.697247706422","17.7247706422018","10.9724770642202","age","120"
"Jan 31, 2017","11.404958677686","6.84297520661157","42.5785123966942","22.0495867768595","9.12396694214876","age","120"
"Feb 1, 2017","4.27906976744186","12.8372093023256","45.6434108527132","22.1085271317829","7.13178294573643","age","120"
"Feb 2, 2017","4.11940298507463","10.2985074626866","56.2985074626866","17.8507462686567","3.43283582089552","age","120"
"Feb 3, 2017","4.5034965034965","6.43356643356643","55.972027972028","18.6573426573427","6.43356643356643","age","120"
"Feb 4, 2017","2.944","14.72","47.104","21.344","5.888","age","120"
"Feb 5, 2017","4.89940828402367","8.71005917159763","30.4852071005917","33.7514792899408","14.1538461538462","age","120"
"Feb 6, 2017","2.31446540880503","6.94339622641509","57.8616352201258","16.7798742138365","8.10062893081761","age","120"
"Feb 7, 2017","2.12307692307692","14.8615384615385","48.8307692307692","19.8153846153846","6.36923076923077","age","120"
"Feb 8, 2017","2.57943925233645","15.4766355140187","46.4299065420561","21.4953271028037","6.01869158878505","age","120"
"Feb 9, 2017","1.93006993006993","8.36363636363636","33.4545454545455","42.4615384615385","5.79020979020979","age","120"
"Feb 10, 2017","2.208","8.832","27.968","49.312","3.68","age","120"
"Feb 11, 2017","7.57647058823529","6.49411764705882","21.6470588235294","49.7882352941176","6.49411764705882","age","120"
"Feb 12, 2017","6.13333333333333","9.63809523809524","23.6571428571429","40.3047619047619","12.2666666666667","age","120"
"Feb 13, 2017","4.05882352941177","9.47058823529412","32.4705882352941","37.8823529411765","8.11764705882353","age","120"
"Feb 14, 2017","4.65822784810127","6.9873417721519","37.2658227848101","32.6075949367089","10.4810126582278","age","120"
"Feb 15, 2017","3.2093023255814","9.62790697674419","40.6511627906977","32.093023255814","6.41860465116279","age","120"
"Feb 16, 2017","1.54621848739496","8.50420168067227","31.6974789915966","35.563025210084","14.6890756302521","age","120"
"Feb 17, 2017","4.79166666666667","12.4583333333333","25.875","39.2916666666667","9.58333333333333","age","120"
"Feb 18, 2017","4.54320987654321","19.3086419753086","22.716049382716","38.6172839506173","6.81481481481481","age","120"
"Feb 19, 2017","8.47368421052632","16.9473684210526","19.3684210526316","36.3157894736842","10.8947368421053","age","120"
"Feb 20, 2017","2.32911392405063","9.31645569620253","16.3037974683544","46.5822784810127","17.4683544303797","age","120"
"Feb 21, 2017","4","9.33333333333333","25.3333333333333","40","13.3333333333333","age","120"
"Feb 22, 2017","4.90666666666667","12.2666666666667","17.1733333333333","53.9733333333333","3.68","age","120"
"Feb 23, 2017","8.45977011494253","15.8620689655172","13.7471264367816","42.2988505747126","11.632183908046","age","120"
"Feb 24, 2017","8.5360824742268","21.8144329896907","12.3298969072165","36.9896907216495","12.3298969072165","age","120"
"Feb 25, 2017","3.03296703296703","15.1648351648352","23.2527472527473","44.4835164835165","6.06593406593407","age","120"
"Feb 26, 2017","4.13483146067416","12.4044943820225","10.3370786516854","53.752808988764","11.3707865168539","age","120"
"Feb 27, 2017","5.41176470588235","17.5882352941176","18.9411764705882","37.8823529411765","12.1764705882353","age","120"
"Feb 28, 2017","5.1830985915493","11.6619718309859","16.8450704225352","45.3521126760563","12.9577464788732","age","120"
"Mar 1, 2017","4.5034965034965","12.2237762237762","46.965034965035","23.8041958041958","4.5034965034965","age","120"
"Mar 2, 2017","3.28571428571429","19.7142857142857","32.3095238095238","31.2142857142857","5.47619047619048","age","120"
"Mar 3, 2017","3.28571428571429","13.1428571428571","44.0285714285714","25.6285714285714","5.91428571428571","age","120"
"Mar 4, 2017","2.85271317829457","8.55813953488372","51.3488372093023","22.8217054263566","6.41860465116279","age","120"
"Mar 5, 2017","3.6078431372549","6.01307189542484","58.9281045751634","19.843137254902","3.6078431372549","age","120"
"Mar 6, 2017","3.31531531531532","9.11711711711712","46.4144144144144","26.5225225225225","6.63063063063063","age","120"
"Mar 7, 2017","4.22018348623853","8.44036697247707","42.2018348623853","26.1651376146789","10.9724770642202","age","120"
"Mar 8, 2017","10.6526315789474","15.4947368421053","28.0842105263158","29.0526315789474","8.71578947368421","age","120"
"Mar 9, 2017","8.25641025641026","23.5897435897436","28.3076923076923","27.1282051282051","4.71794871794872","age","120"
"Mar 10, 2017","11.6619718309859","19.4366197183099","18.1408450704225","31.0985915492958","11.6619718309859","age","120"
"Mar 11, 2017","4.04395604395604","23.2527472527473","15.1648351648352","37.4065934065934","12.1318681318681","age","120"
"Mar 12, 2017","2.24390243902439","19.0731707317073","28.0487804878049","32.5365853658537","10.0975609756098","age","120"
"Mar 13, 2017","5.11111111111111","20.4444444444444","33.7333333333333","24.5333333333333","8.17777777777778","age","120"
"Mar 14, 2017","3.31531531531532","16.5765765765766","38.954954954955","29.009009009009","4.14414414414414","age","120"
"Mar 15, 2017","4.25925925925926","11.0740740740741","31.5185185185185","37.4814814814815","7.66666666666667","age","120"
"Mar 16, 2017","5.41176470588235","9.74117647058823","27.0588235294118","33.5529411764706","16.2352941176471","age","120"
"Mar 17, 2017","5.75","6.9","31.05","36.8","11.5","age","120"
"Mar 18, 2017","3.40740740740741","11.358024691358","17.037037037037","32.9382716049383","27.2592592592593","age","120"
"Mar 19, 2017","13.5909090909091","14.6363636363636","18.8181818181818","27.1818181818182","17.7727272727273","age","120"
"Mar 20, 2017","8.36363636363636","15.0545454545455","18.4","39.3090909090909","10.8727272727273","age","120"
"Mar 21, 2017","6.43356643356643","17.3706293706294","18.013986013986","28.9510489510489","21.2307692307692","age","120"
"Mar 22, 2017","4.10191082802548","13.4777070063694","21.0955414012739","34.5732484076433","18.7515923566879","age","120"
"Mar 23, 2017","3.73983739837398","15.7073170731707","21.6910569105691","28.4227642276423","22.4390243902439","age","120"
"Mar 24, 2017","3.97122302158273","9.26618705035971","40.3741007194245","27.7985611510791","10.589928057554","age","120"
"Mar 25, 2017","4.71794871794872","12.5811965811966","42.4615384615385","19.6581196581197","12.5811965811966","age","120"
"Mar 26, 2017","5.29496402877698","8.60431654676259","21.841726618705","31.7697841726619","24.4892086330935","age","120"
"Mar 27, 2017","6.76470588235294","14.2058823529412","17.5882352941176","39.9117647058824","13.5294117647059","age","120"
"Mar 28, 2017","4.35135135135135","10.5675675675676","21.7567567567568","38.5405405405405","16.7837837837838","age","120"
"Mar 29, 2017","6.51968503937008","15.2125984251969","21.007874015748","33.3228346456693","15.9370078740157","age","120"
"Mar 30, 2017","7.47967479674797","14.2113821138211","19.4471544715447","33.6585365853659","17.2032520325203","age","120"
"Mar 31, 2017","4.97297297297297","14.9189189189189","21.5495495495495","31.4954954954955","19.0630630630631","age","120"
"Apr 1, 2017","4.8","26.4","16","33.6","11.2","age","120"
"Apr 2, 2017","4.05882352941177","16.9117647058824","16.9117647058824","31.7941176470588","22.3235294117647","age","120"
"Apr 3, 2017","5.52","16.56","21.16","37.72","11.04","age","120"
"Apr 4, 2017","8.36363636363636","14.4462809917355","16.7272727272727","38.0165289256198","14.4462809917355","age","120"
"Apr 5, 2017","5.33333333333333","12","17.3333333333333","36","21.3333333333333","age","120"
"Apr 6, 2017","4.21374045801527","19.6641221374046","26.6870229007634","26.6870229007634","14.7480916030534","age","120"
"Apr 7, 2017","3.34545454545455","21.7454545454545","30.9454545454545","22.5818181818182","13.3818181818182","age","120"
"Apr 8, 2017","2.85271317829457","13.5503875968992","17.1162790697674","40.6511627906977","17.8294573643411","age","120"
"Apr 9, 2017","4.18181818181818","10.7532467532468","17.9220779220779","25.0909090909091","34.0519480519481","age","120"
"Apr 10, 2017","2.208","10.304","22.08","25.76","31.648","age","120"
"Apr 11, 2017","5.152","11.776","16.928","28.704","29.44","age","120"
"Apr 12, 2017","4.80597014925373","15.7910447761194","13.7313432835821","21.9701492537313","35.7014925373134","age","120"
"Apr 13, 2017","5.1830985915493","11.0140845070423","12.3098591549296","26.5633802816901","36.9295774647887","age","120"
"Apr 14, 2017","1.03954802259887","8.8361581920904","11.954802259887","43.1412429378531","27.0282485875706","age","120"
"Apr 15, 2017","3.19444444444444","12.7777777777778","17.8888888888889","29.3888888888889","28.75","age","120"
"Apr 16, 2017","2.96774193548387","10.0903225806452","11.2774193548387","23.741935483871","43.9225806451613","age","120"
"Apr 17, 2017","4.04395604395604","18.7032967032967","12.1318681318681","34.3736263736264","22.7472527472527","age","120"
"Apr 18, 2017","3.73604060913706","12.6091370558376","14.9441624365482","36.8934010152284","23.8172588832487","age","120"
"Apr 19, 2017","4.65168539325843","12.4044943820225","14.9887640449438","36.6966292134831","23.2584269662921","age","120"
