date,hamon TOPIC,macron TOPIC,fillon TOPIC,le pen TOPIC,mélenchon TOPIC,query,time
"Dec 22, 2016","3.35416666666667","18.6875","11.0208333333333","35.0662878787879","23.8712121212121","age","120"
"Dec 23, 2016","0","20.2457983193277","16.9600840336134","54.7941176470588","0","age","120"
"Dec 24, 2016","23","5.3076923076923","30.0769230769231","30.0769230769231","3.53846153846155","age","120"
"Dec 25, 2016","0","13.9277777777778","8.81666666666668","64.1444444444444","5.1111111111111","age","120"
"Dec 26, 2016","2.55555555555555","21.7222222222222","19.1666666666667","14.0555555555556","11.5","age","120"
"Dec 27, 2016","2.55555555555555","8.7048611111111","22.3268849206349","52.2633928571428","6.14930555555555","age","120"
"Dec 28, 2016","23","14.038961038961","21.2077922077922","33.7532467532467","0","age","120"
"Dec 29, 2016","5.47619047619048","34.5","19.1666666666667","27.3809523809524","5.47619047619048","age","120"
"Dec 30, 2016","11.7738095238095","20.9738095238095","13.3071428571428","14.2380952380952","31.7071428571428","age","120"
"Dec 31, 2016","0","5.1111111111111","14.9848484848485","25.9040404040404","0","age","120"
"Jan 1, 2017","10.5488721804511","6.57142857142857","17.1203007518797","11.7593984962406","0","age","120"
"Jan 2, 2017","15.7166666666667","36.4166666666667","16.2916666666667","20.7","2.875","age","120"
"Jan 3, 2017","2.64802631578947","9.38157894736842","26.2532894736842","29.2796052631579","1.4375","age","120"
"Jan 4, 2017","13.6196078431373","14.9725490196079","48.7960784313725","13.2588235294118","1.35294117647059","age","120"
"Jan 5, 2017","2.97083333333333","40.9208333333333","21.7541666666666","24.8208333333333","1.53333333333333","age","120"
"Jan 6, 2017","5.46978557504872","29.4785575048733","33.603313840156","16.7680311890838","6.6803118908382","age","120"
"Jan 7, 2017","5.1111111111111","18.7386269644334","29.0496277915633","32.2202922525503","6.88034188034187","age","120"
"Jan 8, 2017","14.7857142857143","33.6785714285714","13.9642857142857","27.9285714285714","1.64285714285714","age","120"
"Jan 9, 2017","7.23901634427949","12.0811216074374","16.8576998050682","7.89083820662767","47.9313240365872","age","120"
"Jan 10, 2017","2.875","29.9821428571429","26.6964285714286","25.875","6.57142857142857","age","120"
"Jan 11, 2017","5.81845238095238","31.4880952380952","31.0773809523809","17.7976190476191","5.81845238095238","age","120"
"Jan 12, 2017","7.0095238095238","10.0761904761905","32.6181818181818","9.20000000000001","33.0961038961039","age","120"
"Jan 13, 2017","21.4666666666667","16.1","37.5666666666667","14.5666666666667","2.3","age","120"
