date,hamon blog,macron blog,fillon blog,le pen blog,mélenchon blog,query,time
Dec 22, 2016;0;0;9;0;16;age;120
Dec 23, 2016;0;0;10;0;17;age;120
Dec 24, 2016;0;0;0;0;31;age;120
Dec 25, 2016;0;0;25;12;12;age;120
Dec 26, 2016;0;0;14;10;24;age;120
Dec 27, 2016;0;0;0;0;13;age;120
Dec 28, 2016;0;0;14;0;24;age;120
Dec 29, 2016;0;0;10;10;23;age;120
Dec 30, 2016;0;0;10;10;25;age;120
Dec 31, 2016;0;0;12;18;20;age;120
Jan 1, 2017;0;0;11;0;11;age;120
Jan 2, 2017;0;0;9;0;9;age;120
Jan 3, 2017;0;0;0;9;26;age;120
Jan 4, 2017;0;0;8;0;17;age;120
Jan 5, 2017;0;0;9;9;13;age;120
Jan 6, 2017;0;0;9;9;18;age;120
Jan 7, 2017;0;0;0;10;20;age;120
Jan 8, 2017;0;0;10;0;16;age;120
Jan 9, 2017;0;0;13;14;11;age;120
Jan 10, 2017;0;0;8;0;17;age;120
Jan 11, 2017;0;0;8;0;16;age;120
Jan 12, 2017;0;0;0;0;8;age;120
Jan 13, 2017;0;0;9;0;26;age;120
Jan 14, 2017;0;0;10;10;10;age;120
Jan 15, 2017;0;0;0;0;28;age;120
Jan 16, 2017;0;0;0;8;12;age;120
Jan 17, 2017;0;0;0;8;11;age;120
Jan 18, 2017;0;0;8;8;21;age;120
Jan 19, 2017;0;0;9;0;14;age;120
Jan 20, 2017;0;0;0;0;15;age;120
Jan 21, 2017;0;0;15;10;30;age;120
Jan 22, 2017;0;0;0;0;38;age;120
Jan 23, 2017;0;0;8;0;17;age;120
Jan 24, 2017;0;0;8;8;14;age;120
Jan 25, 2017;0;0;27;0;30;age;120
Jan 26, 2017;0;0;34;0;9;age;120
Jan 27, 2017;0;0;27;18;21;age;120
Jan 28, 2017;0;0;30;10;10;age;120
Jan 29, 2017;0;0;19;9;9;age;120
Jan 30, 2017;0;0;45;0;16;age;120
Jan 31, 2017;0;0;22;0;17;age;120
Feb 1, 2017;0;0;36;12;14;age;120
Feb 2, 2017;0;0;68;0;23;age;120
Feb 3, 2017;0;0;38;9;12;age;120
Feb 4, 2017;0;0;36;10;40;age;120
Feb 5, 2017;0;0;41;9;13;age;120
Feb 6, 2017;0;0;100;8;31;age;120
Feb 7, 2017;0;0;48;13;17;age;120
Feb 8, 2017;0;0;48;0;20;age;120
Feb 9, 2017;0;0;20;17;31;age;120
Feb 10, 2017;0;0;33;15;27;age;120
Feb 11, 2017;0;0;26;21;15;age;120
Feb 12, 2017;0;0;20;10;40;age;120
Feb 13, 2017;0;0;28;11;14;age;120
Feb 14, 2017;0;0;22;13;14;age;120
Feb 15, 2017;0;0;31;9;18;age;120
Feb 16, 2017;0;0;27;9;27;age;120
Feb 17, 2017;0;0;14;9;15;age;120
Feb 18, 2017;0;0;15;0;18;age;120
Feb 19, 2017;0;0;18;10;35;age;120
Feb 20, 2017;0;0;29;17;17;age;120
Feb 21, 2017;0;0;13;9;29;age;120
Feb 22, 2017;0;0;17;9;9;age;120
Feb 23, 2017;0;0;9;0;18;age;120
Feb 24, 2017;0;0;15;12;18;age;120
Feb 25, 2017;0;0;21;10;32;age;120
Feb 26, 2017;0;0;20;10;25;age;120
Feb 27, 2017;0;0;14;17;12;age;120
Feb 28, 2017;0;0;17;17;17;age;120
Mar 1, 2017;0;0;58;21;8;age;120
Mar 2, 2017;0;0;52;9;22;age;120
Mar 3, 2017;0;0;58;18;17;age;120
Mar 4, 2017;0;0;64;10;39;age;120
Mar 5, 2017;0;0;46;9;19;age;120
Mar 6, 2017;0;0;38;8;19;age;120
Mar 7, 2017;0;0;28;8;17;age;120
Mar 8, 2017;0;0;24;8;19;age;120
Mar 9, 2017;0;0;13;17;60;age;120
Mar 10, 2017;0;0;9;27;15;age;120
Mar 11, 2017;0;0;21;11;14;age;120
Mar 12, 2017;0;0;19;14;16;age;120
Mar 13, 2017;0;0;17;0;13;age;120
Mar 14, 2017;0;0;14;9;17;age;120
Mar 15, 2017;0;0;20;9;17;age;120
Mar 16, 2017;0;0;13;12;24;age;120
Mar 17, 2017;0;0;27;9;14;age;120
Mar 18, 2017;0;0;10;10;40;age;120
Mar 19, 2017;0;0;19;10;16;age;120
Mar 20, 2017;0;0;22;8;28;age;120
Mar 21, 2017;0;0;21;8;51;age;120
Mar 22, 2017;0;0;17;8;70;age;120
Mar 23, 2017;0;0;20;9;40;age;120
Mar 24, 2017;0;0;36;9;21;age;120
Mar 25, 2017;0;0;17;21;31;age;120
Mar 26, 2017;0;0;11;11;37;age;120
Mar 27, 2017;0;0;17;0;14;age;120
Mar 28, 2017;0;0;29;9;26;age;120
Mar 29, 2017;0;0;23;9;23;age;120
Mar 30, 2017;0;0;18;9;45;age;120
Mar 31, 2017;0;0;27;15;24;age;120
Apr 1, 2017;0;0;17;0;27;age;120
Apr 2, 2017;0;0;27;15;34;age;120
Apr 3, 2017;0;0;20;17;12;age;120
Apr 4, 2017;0;0;17;9;12;age;120
Apr 5, 2017;0;0;15;18;44;age;120
Apr 6, 2017;0;0;36;22;18;age;120
Apr 7, 2017;0;0;14;10;19;age;120
Apr 8, 2017;0;0;31;11;0;age;120
Apr 9, 2017;0;0;23;12;31;age;120
Apr 10, 2017;0;0;15;0;56;age;120
Apr 11, 2017;0;0;18;9;24;age;120
Apr 12, 2017;0;0;32;9;36;age;120
Apr 13, 2017;0;0;18;12;46;age;120
Apr 14, 2017;0;0;10;14;29;age;120
Apr 15, 2017;0;0;38;22;36;age;120
Apr 16, 2017;0;0;22;34;45;age;120
Apr 17, 2017;0;0;24;10;21;age;120
Apr 18, 2017;0;0;22;9;32;age;120
Apr 19, 2017;0;0;23;18;47;age;120
