date,hamon WEB_BEST_TOPIC,macron WEB_BEST_TOPIC,fillon WEB_BEST_TOPIC,le pen WEB_BEST_TOPIC,mélenchon WEB_BEST_TOPIC,query,time
"Jan 14, 2017","7.08121114331785","21.3527048127295","12.8989705249752","33.3001186383746","17.3669948806029","age","120"
"Jan 15, 2017","5.7066052870196","30.6026765872058","11.8732235313686","21.2738708613002","22.5436237331059","age","120"
"Jan 16, 2017","8.50819095395227","27.0486575039787","17.6844237485343","23.5168459713315","15.2418818222031","age","120"
"Jan 17, 2017","10.0607017316477","32.7341758869886","16.8323158457741","21.3511443303145","11.021662205275","age","120"
"Jan 18, 2017","7.06635499003919","28.0547046406179","11.9301412782837","27.3213098677495","17.6274892233096","age","120"
"Jan 19, 2017","11.4471425312691","33.1918125692482","10.8416545204619","27.0205881133093","9.49880226571157","age","120"
"Jan 20, 2017","14.0195250753145","25.0562236399078","13.1127919546341","28.0397634237108","11.7716959064327","age","120"
"Jan 21, 2017","9.71682983682984","16.927002333975","11.7989996495879","30.7194631745851","16.7043716716887","age","120"
"Jan 22, 2017","34.4963129154374","15.3126210202667","7.59594214519998","18.0045921732491","16.5905317458467","age","120"
"Jan 23, 2017","27.8965930573028","15.749656892173","8.00155146354007","28.3903103037752","11.961888283209","age","120"
"Jan 24, 2017","29.409298442057","16.6584757676712","14.0649784241738","17.4672508115037","14.3999965545942","age","120"
"Jan 25, 2017","19.4903443999083","14.204124641472","23.3024581821271","20.7908671805732","14.2122055959195","age","120"
"Jan 26, 2017","18.1016551798836","15.1428425324141","27.2427594116134","23.5498752124483","7.96286766364061","age","120"
"Jan 27, 2017","17.7225456966291","13.1363172677975","28.6358679269745","22.8004584316849","9.70481067691399","age","120"
"Jan 28, 2017","11.9438413624438","14.1348160544692","27.3914978367962","23.3761205708996","15.1537241753911","age","120"
"Jan 29, 2017","27.8771454680825","12.7698229663061","19.8357757677001","22.3370866448383","9.18016915307308","age","120"
"Jan 30, 2017","22.791987372639","18.3258919756409","20.6376522270174","15.1070056821616","15.1374627425411","age","120"
"Jan 31, 2017","12.0644866658665","16.0463871283946","27.5036641369278","26.5884645706714","9.79699749813966","age","120"
"Feb 1, 2017","6.6210696975927","20.2720213553969","28.9858528090395","25.5010610587735","10.6199950791974","age","120"
"Feb 2, 2017","6.84866181135019","14.1464671215784","33.891946358581","26.3351007039044","10.777824004586","age","120"
"Feb 3, 2017","7.62504030253256","14.7782636743656","34.0353410315203","22.7141430924493","12.8472118991322","age","120"
"Feb 4, 2017","6.63043426694345","22.8891633525834","23.4498642691239","29.5361972562299","9.49434085511932","age","120"
"Feb 5, 2017","7.00449138704799","17.2220942419818","17.1540557585602","33.0158539192978","17.6035046931122","age","120"
"Feb 6, 2017","5.14534665010262","12.7578901899688","36.398497783237","24.2630379661594","13.4352274105321","age","120"
"Feb 7, 2017","7.15353251518049","18.4214660897853","32.9741300677321","22.6946118210484","10.7562595062537","age","120"
"Feb 8, 2017","4.32678380457666","19.56658347514","33.5730443607142","19.0415083131901","15.4920800463791","age","120"
"Feb 9, 2017","4.56259652778971","16.7845465326603","25.9979305861195","36.8389414717746","7.81598488165587","age","120"
"Feb 10, 2017","5.18922090716629","10.8237668982123","17.4414514027833","46.0793989801049","12.4661618117332","age","120"
"Feb 11, 2017","6.96250770095236","16.1892458635689","21.2304600660792","38.3902010010165","9.22758536838296","age","120"
"Feb 12, 2017","6.36495550305499","15.8950008602249","20.025942033546","37.1080808758923","12.6060207272819","age","120"
"Feb 13, 2017","6.2974317449098","18.9743041692092","21.6008432024808","38.1835110525925","6.94390983080771","age","120"
"Feb 14, 2017","7.35402392780743","13.6484626059459","21.823159877848","41.7347571925884","7.43959639581021","age","120"
"Feb 15, 2017","7.1104761581894","16.4152453726441","28.2562418921296","30.0284803388753","10.1895562381616","age","120"
"Feb 16, 2017","8.7669382606844","19.4801482939903","23.5372469968935","28.6883451090302","11.5273213394017","age","120"
"Feb 17, 2017","8.45458653415132","27.2227587597525","23.2998850574458","22.4129631973474","10.6098064513029","age","120"
"Feb 18, 2017","6.27026225856792","28.1094397538411","15.7196660442631","30.267836202751","11.6327957405768","age","120"
"Feb 19, 2017","7.15314509435722","18.3204246727136","12.8398968463733","31.4337601289048","22.2527732576511","age","120"
"Feb 20, 2017","11.1893481434054","22.2031038214383","15.2161410366474","28.1461132693644","15.2452937291445","age","120"
"Feb 21, 2017","6.68500222473774","14.1521128507883","25.6653979039867","32.1473437250231","13.3501432954642","age","120"
"Feb 22, 2017","5.12130746299651","24.7313277503498","13.2260246024747","35.535951096833","13.385389087346","age","120"
"Feb 23, 2017","6.70718537124649","24.155557104561","11.8066869211552","31.2585062484081","18.0720643546292","age","120"
"Feb 24, 2017","5.82761158144422","26.2995722576902","13.5584084985692","29.1132694848449","17.2011381774516","age","120"
"Feb 25, 2017","8.17090810640709","22.4527702410641","16.2852050726599","30.7126331401719","14.378483439697","age","120"
"Feb 26, 2017","7.28418840252123","23.53094402707","13.7117215788841","33.0248165757633","14.4483294157613","age","120"
"Feb 27, 2017","5.54797288426788","22.5826605177088","12.6024198836315","36.801943746755","14.4650029676368","age","120"
"Feb 28, 2017","6.10337709348272","18.9361024647268","12.0066575688759","36.9262535622796","18.027609310635","age","120"
"Mar 1, 2017","4.9628203887826","21.9435072970696","32.0381811400194","22.5666543062844","10.4888368678441","age","120"
"Mar 2, 2017","5.29051917518108","33.9116096805206","19.803893042393","24.6991084765294","8.29486962537596","age","120"
"Mar 3, 2017","5.06952697303577","25.6273080916324","28.4533437599298","24.8908025351701","7.95901864023185","age","120"
"Mar 4, 2017","4.66244142083194","20.0867125240654","27.4367631378602","26.9377598917061","12.8763230255364","age","120"
"Mar 5, 2017","8.19082792438477","17.4305642978958","42.6855654611182","15.1703835906374","8.52265872596384","age","120"
"Mar 6, 2017","8.18528797022454","17.3367698012546","33.4413976639968","26.4389633693626","6.59758119516153","age","120"
"Mar 7, 2017","6.80291844218958","24.3744531650335","27.1520806992322","22.7706182458989","10.8999294476458","age","120"
"Mar 8, 2017","10.5094268141637","25.5166760140445","19.7217516064884","25.1476304160515","11.104515149252","age","120"
"Mar 9, 2017","11.5933392726568","29.3870229026286","16.6748116831205","26.5861899938438","7.75863614775021","age","120"
"Mar 10, 2017","17.1714396258874","22.637140426813","15.2853503686113","23.6833530827324","13.222716495956","age","120"
"Mar 11, 2017","6.82906603157366","27.4833055952822","14.2471391035742","32.4794673327695","10.9610219368005","age","120"
"Mar 12, 2017","7.08553428091242","23.2094938889133","21.0472881061321","28.2634084234801","12.3942753005621","age","120"
"Mar 13, 2017","6.82353042168574","23.4304261591467","26.8026580410777","25.7447528838459","9.19863249424394","age","120"
"Mar 14, 2017","5.45615576362136","21.4627292315039","28.61330185775","26.1165800009479","10.3512331461768","age","120"
"Mar 15, 2017","4.18178992786836","14.6872659869392","26.8069246768593","27.8292341187766","18.4947852895565","age","120"
"Mar 16, 2017","11.0779438414733","17.8232199068113","17.4009823208275","27.1963819957628","18.5014719351252","age","120"
"Mar 17, 2017","10.6700888812463","18.4067636923544","21.5261471838335","24.7486513682537","16.6483488743121","age","120"
"Mar 18, 2017","10.0318252130169","18.2884092204005","16.2973324506012","23.6097389683813","23.7726941476001","age","120"
"Mar 19, 2017","13.1304229212353","19.7597598275915","13.5234579577186","25.8981033127965","19.6882559806581","age","120"
"Mar 20, 2017","8.13697856915821","19.5256329879433","13.7979293792419","33.6622301141958","16.8772289494607","age","120"
"Mar 21, 2017","6.95679840214335","24.1138308869765","11.8701474769719","24.1203113949189","24.9389118389893","age","120"
"Mar 22, 2017","5.82230789416448","20.4470303268954","15.8843416564589","23.6824432696928","26.1638768527884","age","120"
"Mar 23, 2017","6.18681479727706","20.2405558522441","24.0732387102361","23.5191473960535","17.9802432441893","age","120"
"Mar 24, 2017","4.4042183210389","14.9256120578034","35.1828087705517","23.2032137492689","14.2841471013371","age","120"
"Mar 25, 2017","6.08118471856597","18.8822054766496","28.3274960174215","22.5543719618919","16.154741825471","age","120"
"Mar 26, 2017","5.89884118807292","21.1288839022474","22.4016303580773","17.7486250973209","24.8220194542815","age","120"
"Mar 27, 2017","7.31358050815405","17.5926036900784","17.6845292920245","34.9380931321474","14.4711933775957","age","120"
"Mar 28, 2017","6.46487728708596","15.132131365803","17.7471923636908","38.1686911770512","14.487107806369","age","120"
"Mar 29, 2017","7.30350544856544","21.6804081684868","13.8872467130816","33.3371404930384","15.7916991768278","age","120"
"Mar 30, 2017","8.74632705882682","21.0300060509687","20.813917293497","24.0099710670553","17.3997785296522","age","120"
"Mar 31, 2017","8.78996260449873","19.6656955887969","17.5480804201494","25.8341139857035","20.1621474008515","age","120"
"Apr 1, 2017","8.67561364448951","23.8640100501661","16.0665552623677","29.409151032921","13.9846700100557","age","120"
"Apr 2, 2017","5.23365307445947","20.6645268970721","13.6994568062037","27.0251041656854","25.3772590565793","age","120"
"Apr 3, 2017","7.85856649251549","17.885708904184","18.3575595882022","30.5694765906991","17.3286884243992","age","120"
"Apr 4, 2017","10.4053225703072","19.0574046998392","13.7733701011666","30.4366970809982","18.3272055476887","age","120"
"Apr 5, 2017","8.06765843918052","18.0124248330591","17.5409188231231","26.427303427737","21.9516944769002","age","120"
"Apr 6, 2017","6.42453074346534","25.3946132433374","21.8743799864481","17.615188418693","20.6912876080561","age","120"
"Apr 7, 2017","6.89324781910676","25.5958039710062","20.7782989119546","16.3685568919354","22.3640924059971","age","120"
"Apr 8, 2017","4.70817328856136","18.2236997070758","13.6237665992808","25.0400153825827","30.4043450224993","age","120"
"Apr 9, 2017","5.12765646207969","14.5241636768363","15.4181672881035","16.6660150472897","40.2639975256908","age","120"
"Apr 10, 2017","5.0335309296512","14.4389567115458","15.4716722106213","24.8151616952145","32.2406784529673","age","120"
"Apr 11, 2017","7.02303615024929","17.9418753059611","15.4804441936429","22.0913574493227","29.463286900824","age","120"
"Apr 12, 2017","6.47738141002144","16.9388425209235","12.2993523249361","16.1302211859124","40.1542025582066","age","120"
"Apr 13, 2017","5.63201500198126","16.139819066078","13.583944467714","20.8559608892153","35.7882605750114","age","120"
"Apr 14, 2017","4.44784681115595","14.9393773293153","15.4360229624048","23.8533717612444","33.3233811358796","age","120"
"Apr 15, 2017","5.81627284525984","17.7767855220799","13.6179756419356","22.0230478223719","32.7659181683527","age","120"
"Apr 16, 2017","3.79147116244132","18.312086801945","14.4116647464301","20.3127090170393","35.1720682721443","age","120"
"Apr 17, 2017","4.54399533000303","24.4725199509573","12.8321414393387","24.2702810612215","25.8810622184795","age","120"
"Apr 18, 2017","5.72583183511108","18.4291819357891","14.6992237910719","24.3390144996503","28.8067479383776","age","120"
"Apr 19, 2017","6.76149293762646","19.3447768380852","13.1243102022256","23.5897332595186","29.179686762544","age","120"
