date,hamon WEB_BEST_TOPIC,macron WEB_BEST_TOPIC,fillon WEB_BEST_TOPIC,le pen WEB_BEST_TOPIC,mélenchon WEB_BEST_TOPIC,query,time
"Dec 22, 2016","1.4587962962963","23.9064031339031","12.1885256410256","34.0934492359492","20.3528256928257","age","120"
"Dec 23, 2016","2.46157626812432","21.7653446699657","16.6857722771138","37.9971734746701","13.090133310126","age","120"
"Dec 24, 2016","9.86837606837607","18.1320240870241","16.4813675213675","34.305742035742","13.2124902874903","age","120"
"Dec 25, 2016","4.04082725784853","20.50330600054","10.8246770487196","44.9721376338397","11.6590520590521","age","120"
"Dec 26, 2016","2.23655062191647","14.6711537965197","15.7457976711635","31.2744975530342","8.13866702403287","age","120"
"Dec 27, 2016","2.51045136045136","14.7335578721354","11.9912076793542","44.6286497564514","12.0027999982742","age","120"
"Dec 28, 2016","9.51944444444444","16.8875425685425","13.3303751803752","41.2311563251563","11.0314814814815","age","120"
"Dec 29, 2016","3.43943191311613","22.0633249791145","15.8813366750209","35.7456223893066","14.870284043442","age","120"
"Dec 30, 2016","4.3595913542722","16.8774111488567","10.9255437352246","36.5004795677136","23.3369741939329","age","120"
"Dec 31, 2016","0","10.4031665633854","11.1040623428859","39.327395297108","15.8320424632873","age","120"
"Jan 1, 2017","6.04135827156543","14.0096140173128","13.6256878899376","30.9092625179971","12.0807439698537","age","120"
"Jan 2, 2017","7.85181703070593","24.9891900325234","14.4886460269794","25.7091362669141","18.9612106428773","age","120"
"Jan 3, 2017","5.99649591680407","10.9248999445502","18.251039702139","42.5690534821086","6.59184428773138","age","120"
"Jan 4, 2017","7.53100228597187","14.579661227487","24.4978966912435","35.9402039752992","9.45123581999848","age","120"
"Jan 5, 2017","5.94323970328873","25.9735696130304","17.1594083929868","32.4806035377114","10.4431787529827","age","120"
"Jan 6, 2017","8.71359218867991","26.7947677502063","20.2017252340059","22.7540818010994","13.5358330260085","age","120"
"Jan 7, 2017","6.44665826348186","20.5686677995211","14.8825031126334","36.8516779793702","13.2504928449934","age","120"
"Jan 8, 2017","9.58477152477153","24.3704210604211","11.1642642542642","34.1298116698117","12.7507314907315","age","120"
"Jan 9, 2017","8.5377531283964","13.6775036529422","16.7901890615341","18.3361241747207","34.6584299824066","age","120"
"Jan 10, 2017","4.33120136943666","23.7838468720822","13.5550031123561","36.4057500778089","13.9241985683162","age","120"
"Jan 11, 2017","7.19649752335923","25.8316434840511","17.9618754104756","30.5277568352596","10.4822267468544","age","120"
"Jan 12, 2017","6.43266177949474","19.914210584575","17.6641336327323","22.7814294242663","25.2075645789316","age","120"
"Jan 13, 2017","11.8847374847375","17.2508171402733","18.9366060954296","29.8870223786983","14.0408169008613","age","120"
