date,hamon sondage,macron sondage,fillon sondage,le pen sondage,mélenchon sondage,query,time
"Feb 13, 2017","3.06666666666667","13.8","55.2","15.3333333333333","4.6","age","120"
"Feb 14, 2017","4.97297297297297","16.1621621621622","54.7027027027027","12.4324324324324","3.72972972972973","age","120"
"Feb 15, 2017","3.28571428571429","14.7857142857143","54.2142857142857","11.5","8.21428571428572","age","120"
"Feb 16, 2017","6.45614035087719","12.9122807017544","46.8070175438597","19.3684210526316","6.45614035087719","age","120"
"Feb 17, 2017","4.45161290322581","20.7741935483871","46","14.8387096774194","5.93548387096774","age","120"
"Feb 18, 2017","7.07692307692308","22.6461538461538","45.2923076923077","7.07692307692308","9.90769230769231","age","120"
"Feb 19, 2017","6.23728813559322","20.271186440678","43.6610169491525","10.9152542372881","10.9152542372881","age","120"
"Feb 20, 2017","5.01818181818182","13.3818181818182","45.1636363636364","21.7454545454545","6.69090909090909","age","120"
"Feb 21, 2017","8.67924528301887","20.8301886792453","38.188679245283","17.3584905660377","6.94339622641509","age","120"
"Feb 22, 2017","4.45161290322581","29.6774193548387","37.0967741935484","14.8387096774194","5.93548387096774","age","120"
"Feb 23, 2017","4.55445544554455","43.7227722772277","26.4158415841584","10.9306930693069","6.37623762376238","age","120"
"Feb 24, 2017","6.57142857142857","26.2857142857143","32.8571428571429","15.3333333333333","10.952380952381","age","120"
"Feb 25, 2017","3.40740740740741","27.2592592592593","38.6172839506173","17.037037037037","5.67901234567901","age","120"
"Feb 26, 2017","6.3013698630137","30.2465753424658","27.7260273972603","18.9041095890411","8.82191780821918","age","120"
"Feb 27, 2017","5.49253731343284","26.089552238806","35.7014925373134","15.1044776119403","9.61194029850746","age","120"
"Feb 28, 2017","4.24615384615385","28.3076923076923","39.6307692307692","14.1538461538462","5.66153846153846","age","120"
"Mar 1, 2017","4.22988505747126","21.1494252873563","48.6436781609195","12.6896551724138","5.28735632183908","age","120"
"Mar 2, 2017","4.18181818181818","23.4181818181818","44.3272727272727","16.7272727272727","3.34545454545455","age","120"
"Mar 3, 2017","3.91489361702128","19.5744680851064","49.9148936170213","14.6808510638298","3.91489361702128","age","120"
"Mar 4, 2017","3.68","17.1733333333333","51.52","14.72","4.90666666666667","age","120"
"Mar 5, 2017","5.11111111111111","16.6111111111111","53.6666666666667","11.5","5.11111111111111","age","120"
"Mar 6, 2017","2.84536082474227","21.8144329896907","52.1649484536082","12.3298969072165","2.84536082474227","age","120"
"Mar 7, 2017","4.8936170212766","17.6170212765957","52.8510638297872","10.7659574468085","5.87234042553191","age","120"
"Mar 8, 2017","4.71794871794872","22.4102564102564","50.7179487179487","9.43589743589744","4.71794871794872","age","120"
"Mar 9, 2017","3.36585365853659","28.0487804878049","43.7560975609756","12.3414634146341","4.48780487804878","age","120"
"Mar 10, 2017","10.6976744186047","21.3953488372093","43.8604651162791","10.6976744186047","5.34883720930233","age","120"
"Mar 11, 2017","3.63157894736842","29.0526315789474","37.5263157894737","14.5263157894737","7.26315789473684","age","120"
"Mar 12, 2017","5.82278481012658","22.126582278481","39.5949367088608","17.4683544303797","6.9873417721519","age","120"
"Mar 13, 2017","1.22666666666667","26.9866666666667","46.6133333333333","11.04","6.13333333333333","age","120"
"Mar 14, 2017","3.58441558441558","27.4805194805195","50.1818181818182","7.16883116883117","3.58441558441558","age","120"
"Mar 15, 2017","2.2716049382716","22.716049382716","47.7037037037037","14.7654320987654","4.54320987654321","age","120"
"Mar 16, 2017","3.72972972972973","26.1081081081081","44.7567567567568","12.4324324324324","4.97297297297297","age","120"
"Mar 17, 2017","4.84210526315789","19.3684210526316","52.0526315789474","10.8947368421053","4.84210526315789","age","120"
"Mar 18, 2017","3.36585365853659","20.1951219512195","43.7560975609756","15.7073170731707","8.97560975609756","age","120"
"Mar 19, 2017","10.5747126436782","20.0919540229885","33.8390804597701","15.8620689655172","11.632183908046","age","120"
"Mar 20, 2017","6.81481481481481","22.716049382716","32.9382716049383","17.037037037037","12.4938271604938","age","120"
"Mar 21, 2017","3.78823529411765","28.1411764705882","28.6823529411765","17.8588235294118","13.5294117647059","age","120"
"Mar 22, 2017","3.28571428571429","23","40.25","13.1428571428571","12.3214285714286","age","120"
"Mar 23, 2017","2.57943925233645","20.6355140186916","42.1308411214953","15.4766355140187","11.1775700934579","age","120"
"Mar 24, 2017","2.45333333333333","14.1066666666667","59.4933333333333","8.58666666666667","7.36","age","120"
"Mar 25, 2017","2.55555555555556","16.1851851851852","48.5555555555556","13.6296296296296","11.0740740740741","age","120"
"Mar 26, 2017","3.01639344262295","18.8524590163934","39.2131147540984","12.8196721311475","18.0983606557377","age","120"
"Mar 27, 2017","3.93162393162393","20.4444444444444","43.2478632478633","11.7948717948718","12.5811965811966","age","120"
"Mar 28, 2017","2.27722772277228","10.4752475247525","26.4158415841584","46","6.83168316831683","age","120"
"Mar 29, 2017","8.625","18.6875","35.9375","14.375","14.375","age","120"
"Mar 30, 2017","4.84210526315789","19.3684210526316","40.1203007518797","13.1428571428571","14.5263157894737","age","120"
"Mar 31, 2017","3.23943661971831","22.6760563380282","42.112676056338","9.07042253521127","14.9014084507042","age","120"
"Apr 1, 2017","2.21686746987952","31.5903614457831","41.0120481927711","7.20481927710843","9.97590361445783","age","120"
"Apr 2, 2017","2.53211009174312","32.0733944954128","39.2477064220183","5.90825688073395","12.2385321100917","age","120"
"Apr 3, 2017","3.10810810810811","21.7567567567568","37.9189189189189","8.08108108108108","21.1351351351351","age","120"
"Apr 4, 2017","4.48780487804878","20.9430894308943","35.1544715447154","11.219512195122","20.1951219512195","age","120"
"Apr 5, 2017","3.87951807228916","20.5060240963855","37.1325301204819","13.3012048192771","17.1807228915663","age","120"
"Apr 6, 2017","3.45","29.325","38.525","8.05","12.65","age","120"
"Apr 7, 2017","3.17241379310345","34.8965517241379","32.2528735632184","6.3448275862069","15.3333333333333","age","120"
"Apr 8, 2017","4.23684210526316","21.7894736842105","31.4736842105263","11.5","23","age","120"
"Apr 9, 2017","4.0990099009901","15.9405940594059","32.3366336633663","11.3861386138614","28.2376237623762","age","120"
"Apr 10, 2017","2.80487804878049","19.0731707317073","31.4146341463415","11.780487804878","26.9268292682927","age","120"
"Apr 11, 2017","5.78616352201258","19.0943396226415","32.4025157232704","9.83647798742138","24.8805031446541","age","120"
"Apr 12, 2017","4","20","27","15","26","age","120"
"Apr 13, 2017","3.59024390243902","21.5414634146341","26.0292682926829","13.9121951219512","26.9268292682927","age","120"
"Apr 14, 2017","1.82539682539683","13.8730158730159","22.2698412698413","18.6190476190476","35.4126984126984","age","120"
"Apr 15, 2017","2.56744186046512","13.2651162790698","23.5348837209302","26.1023255813953","26.5302325581395","age","120"
"Apr 16, 2017","3.06666666666667","19.7142857142857","28.0380952380952","12.2666666666667","28.9142857142857","age","120"
"Apr 17, 2017","1.87118644067797","25.5728813559322","31.1864406779661","14.3457627118644","19.0237288135593","age","120"
"Apr 18, 2017","3.38947368421053","20.3368421052632","34.8631578947368","12.5894736842105","20.8210526315789","age","120"
"Apr 19, 2017","3.49367088607595","25.2320675105485","26.0084388185654","20.9620253164557","16.3037974683544","age","120"
