date,hamon sondage,macron sondage,fillon sondage,le pen sondage,mélenchon sondage,query,time
"Dec 22, 2016","0","23","23","23","23","age","120"
"Dec 23, 2016","0","40.8888888888889","20.4444444444444","10.2222222222222","20.4444444444444","age","120"
"Dec 24, 2016","8.36363636363636","33.4545454545455","16.7272727272727","16.7272727272727","16.7272727272727","age","120"
"Dec 25, 2016","8.36363636363636","33.4545454545455","8.36363636363636","16.7272727272727","25.0909090909091","age","120"
"Dec 26, 2016","0","26.2857142857143","26.2857142857143","26.2857142857143","13.1428571428571","age","120"
"Dec 27, 2016","0","34.5","11.5","23","23","age","120"
"Dec 28, 2016","0","34.5","11.5","23","23","age","120"
"Dec 29, 2016","0","13.1428571428571","13.1428571428571","26.2857142857143","39.4285714285714","age","120"
"Dec 30, 2016","0","18.4","18.4","36.8","18.4","age","120"
"Dec 31, 2016","0","40.8888888888889","10.2222222222222","20.4444444444444","20.4444444444444","age","120"
"Jan 1, 2017","11.5","23","11.5","23","23","age","120"
"Jan 2, 2017","0","13.1428571428571","13.1428571428571","39.4285714285714","26.2857142857143","age","120"
"Jan 3, 2017","11.5","23","23","23","11.5","age","120"
"Jan 4, 2017","0","30.6666666666667","15.3333333333333","30.6666666666667","15.3333333333333","age","120"
"Jan 5, 2017","10.8235294117647","27.0588235294118","16.2352941176471","21.6470588235294","16.2352941176471","age","120"
"Jan 6, 2017","7.66666666666667","38.3333333333333","15.3333333333333","23","7.66666666666667","age","120"
"Jan 7, 2017","0","28.3076923076923","14.1538461538462","28.3076923076923","21.2307692307692","age","120"
"Jan 8, 2017","8.36363636363636","33.4545454545455","16.7272727272727","16.7272727272727","16.7272727272727","age","120"
"Jan 9, 2017","7.07692307692308","28.3076923076923","7.07692307692308","21.2307692307692","28.3076923076923","age","120"
"Jan 10, 2017","0","38.3333333333333","15.3333333333333","15.3333333333333","23","age","120"
"Jan 11, 2017","0","28.3076923076923","14.1538461538462","35.3846153846154","14.1538461538462","age","120"
"Jan 12, 2017","7.66666666666667","30.6666666666667","7.66666666666667","30.6666666666667","15.3333333333333","age","120"
"Jan 13, 2017","14.1538461538462","21.2307692307692","14.1538461538462","28.3076923076923","14.1538461538462","age","120"
"Jan 14, 2017","7.07692307692308","35.3846153846154","21.2307692307692","14.1538461538462","14.1538461538462","age","120"
"Jan 15, 2017","11.5","34.5","17.25","11.5","17.25","age","120"
"Jan 16, 2017","6.13333333333333","30.6666666666667","12.2666666666667","24.5333333333333","18.4","age","120"
"Jan 17, 2017","8.36363636363636","33.4545454545455","8.36363636363636","25.0909090909091","16.7272727272727","age","120"
"Jan 18, 2017","11.5","40.25","17.25","11.5","11.5","age","120"
"Jan 19, 2017","14.5263157894737","29.0526315789474","14.5263157894737","19.3684210526316","14.5263157894737","age","120"
"Jan 20, 2017","13.8","23","9.2","27.6","18.4","age","120"
"Jan 21, 2017","24.5333333333333","18.4","6.13333333333333","24.5333333333333","18.4","age","120"
"Jan 22, 2017","26.7096774193548","20.7741935483871","8.90322580645161","17.8064516129032","17.8064516129032","age","120"
"Jan 23, 2017","22.08","25.76","11.04","18.4","14.72","age","120"
"Jan 24, 2017","23","28.75","11.5","17.25","11.5","age","120"
"Jan 25, 2017","27.6","18.4","24.5333333333333","12.2666666666667","9.2","age","120"
"Jan 26, 2017","34.5","11.5","27.6","13.8","4.6","age","120"
"Jan 27, 2017","19.9333333333333","13.8","41.4","12.2666666666667","4.6","age","120"
"Jan 28, 2017","15.0545454545455","13.3818181818182","46.8363636363636","11.7090909090909","5.01818181818182","age","120"
"Jan 29, 2017","29.8378378378378","11.1891891891892","34.8108108108108","9.94594594594595","6.21621621621622","age","120"
"Jan 30, 2017","12.1509433962264","20.8301886792453","38.188679245283","10.4150943396226","10.4150943396226","age","120"
"Jan 31, 2017","6.73170731707317","15.7073170731707","49.3658536585366","13.4634146341463","6.73170731707317","age","120"
"Feb 1, 2017","8.49230769230769","16.9846153846154","48.1230769230769","11.3230769230769","7.07692307692308","age","120"
"Feb 2, 2017","8.36363636363636","12.5454545454545","51.5757575757576","11.1515151515152","8.36363636363636","age","120"
"Feb 3, 2017","8.84615384615385","8.84615384615385","56.6153846153846","10.6153846153846","7.07692307692308","age","120"
"Feb 4, 2017","8","20","42","16","6","age","120"
"Feb 5, 2017","7.54098360655738","15.0819672131148","36.1967213114754","21.1147540983607","12.0655737704918","age","120"
"Feb 6, 2017","6.66666666666667","10.6666666666667","57.3333333333333","9.33333333333333","8","age","120"
"Feb 7, 2017","3","15","61","8","5","age","120"
"Feb 8, 2017","4.90666666666667","12.2666666666667","62.56","6.13333333333333","6.13333333333333","age","120"
"Feb 9, 2017","5.04109589041096","11.3424657534247","52.9315068493151","13.8630136986301","8.82191780821918","age","120"
"Feb 10, 2017","2.19047619047619","12.047619047619","47.0952380952381","27.3809523809524","3.28571428571429","age","120"
"Feb 11, 2017","4.67796610169492","12.4745762711864","54.5762711864407","15.5932203389831","4.67796610169492","age","120"
"Feb 12, 2017","7.79661016949153","14.0338983050847","46.7796610169491","18.7118644067797","4.67796610169492","age","120"
