date,hamon blog,macron blog,fillon blog,le pen blog,mélenchon blog,query,time
"Mar 8, 2017","0","0","29.8378378378378","9.94594594594595","52.2162162162162","age","120"
"Mar 9, 2017","0","0","9.96666666666667","26.8333333333333","55.2","age","120"
"Mar 10, 2017","0","0","11.3424657534247","34.027397260274","46.6301369863014","age","120"
"Mar 11, 2017","0","0","21","26","45","age","120"
"Mar 12, 2017","0","0","16.647619047619","36.8","38.552380952381","age","120"
"Mar 13, 2017","0","0","37.2380952380952","0","54.7619047619048","age","120"
"Mar 14, 2017","0","0","20.125","30.1875","41.6875","age","120"
"Mar 15, 2017","0","0","26.2857142857143","11.8285714285714","53.8857142857143","age","120"
"Mar 16, 2017","0","0","14.4096385542169","32.144578313253","45.4457831325301","age","120"
"Mar 17, 2017","0","0","29.2235294117647","23.8117647058824","38.9647058823529","age","120"
"Mar 18, 2017","0","0","6.09271523178808","18.887417218543","67.0198675496689","age","120"
"Mar 19, 2017","0","0","14.327868852459","33.9344262295082","43.7377049180328","age","120"
"Mar 20, 2017","0","0","21.531914893617","27.4042553191489","43.063829787234","age","120"
"Mar 21, 2017","0","0","13.8","13.1428571428571","65.0571428571429","age","120"
"Mar 22, 2017","0","0","9.04046242774567","13.8265895953757","69.1329479768786","age","120"
"Mar 23, 2017","0","0","13.2374100719424","22.5035971223022","56.2589928057554","age","120"
"Mar 24, 2017","0","0","30.3853211009174","18.5688073394495","43.045871559633","age","120"
"Mar 25, 2017","0","0","12.21875","30.90625","48.875","age","120"
"Mar 26, 2017","0","0","8.03174603174603","30.6666666666667","53.3015873015873","age","120"
"Mar 27, 2017","0","0","18.8433734939759","34.3614457831325","38.7951807228916","age","120"
"Mar 28, 2017","0","0","13.34","49.68","28.98","age","120"
"Mar 29, 2017","0","0","16.1526717557252","30.1984732824427","45.6488549618321","age","120"
"Mar 30, 2017","0","0","13.3548387096774","16.3225806451613","62.3225806451613","age","120"
"Mar 31, 2017","0","0","20.3606557377049","24.1311475409836","47.5081967213115","age","120"
"Apr 1, 2017","0","0","14.6168224299065","24.9345794392523","52.4485981308411","age","120"
"Apr 2, 2017","0","0","16.1298701298701","26.2857142857143","49.5844155844156","age","120"
"Apr 3, 2017","0","0","14.375","24.4375","53.1875","age","120"
"Apr 4, 2017","0","0","18.6190476190476","24.0952380952381","49.2857142857143","age","120"
"Apr 5, 2017","0","0","11.5966386554622","27.0588235294118","53.3445378151261","age","120"
"Apr 6, 2017","0","0","29.8378378378378","36.4684684684685","25.6936936936937","age","120"
"Apr 7, 2017","0","0","16.5128205128205","28.3076923076923","47.1794871794872","age","120"
"Apr 8, 2017","0","0","38.0266666666667","33.12","20.8533333333333","age","120"
"Apr 9, 2017","0","0","17.4876033057851","34.2148760330578","40.297520661157","age","120"
"Apr 10, 2017","0","0","11.404958677686","19.0082644628099","61.5867768595041","age","120"
"Apr 11, 2017","0","0","14.7857142857143","21.3571428571429","55.8571428571429","age","120"
"Apr 12, 2017","0","0","15.4947368421053","23.2421052631579","53.2631578947368","age","120"
"Apr 13, 2017","0","0","11.3424657534247","23.9452054794521","56.7123287671233","age","120"
"Apr 14, 2017","0","0","6.86567164179104","33.6417910447761","51.4925373134328","age","120"
"Apr 15, 2017","0","0","23.3066666666667","32.5066666666667","36.1866666666667","age","120"
"Apr 16, 2017","0","0","12.1927710843374","31.0361445783133","48.7710843373494","age","120"
"Apr 17, 2017","0","0","21.0285714285714","35.047619047619","35.9238095238095","age","120"
"Apr 18, 2017","0","0","15.1044776119403","20.5970149253731","56.2985074626866","age","120"
"Apr 19, 2017","0","0","12.7469879518072","27.710843373494","51.5421686746988","age","120"
