date,hamon politique,macron politique,fillon politique,le pen politique,mélenchon politique,query,time
"Dec 22, 2016","0","46","23","0","23","age","120"
"Dec 23, 2016","0","46","46","0","0","age","120"
"Dec 24, 2016","0","23","23","46","0","age","120"
"Dec 25, 2016","18.4","18.4","18.4","18.4","18.4","age","120"
"Dec 26, 2016","0","0","0","0","0","age","120"
"Dec 27, 2016","0","23","0","46","23","age","120"
"Dec 28, 2016","0","46","46","0","0","age","120"
"Dec 29, 2016","0","23","23","46","0","age","120"
"Dec 30, 2016","0","30.6666666666667","0","61.3333333333333","0","age","120"
"Dec 31, 2016","0","18.4","18.4","36.8","18.4","age","120"
"Jan 1, 2017","0","15.3333333333333","15.3333333333333","30.6666666666667","30.6666666666667","age","120"
"Jan 2, 2017","0","36.8","18.4","18.4","18.4","age","120"
"Jan 3, 2017","0","30.6666666666667","30.6666666666667","30.6666666666667","0","age","120"
"Jan 4, 2017","0","18.4","18.4","55.2","0","age","120"
"Jan 5, 2017","15.3333333333333","30.6666666666667","15.3333333333333","30.6666666666667","0","age","120"
"Jan 6, 2017","18.4","36.8","18.4","18.4","0","age","120"
"Jan 7, 2017","30.6666666666667","61.3333333333333","0","0","0","age","120"
"Jan 8, 2017","18.4","18.4","18.4","18.4","18.4","age","120"
"Jan 9, 2017","30.6666666666667","30.6666666666667","30.6666666666667","0","0","age","120"
"Jan 10, 2017","0","46","0","0","46","age","120"
"Jan 11, 2017","0","23","23","46","0","age","120"
"Jan 12, 2017","10.2222222222222","20.4444444444444","10.2222222222222","30.6666666666667","20.4444444444444","age","120"
"Jan 13, 2017","23","23","23","0","23","age","120"
"Jan 14, 2017","23","46","23","0","0","age","120"
"Jan 15, 2017","15.3333333333333","30.6666666666667","15.3333333333333","0","30.6666666666667","age","120"
"Jan 16, 2017","30.6666666666667","15.3333333333333","15.3333333333333","30.6666666666667","0","age","120"
"Jan 17, 2017","10.2222222222222","30.6666666666667","20.4444444444444","20.4444444444444","10.2222222222222","age","120"
"Jan 18, 2017","0","69","0","0","23","age","120"
"Jan 19, 2017","26.2857142857143","52.5714285714286","0","13.1428571428571","0","age","120"
"Jan 20, 2017","30.6666666666667","61.3333333333333","0","0","0","age","120"
"Jan 21, 2017","0","18.4","18.4","36.8","18.4","age","120"
"Jan 22, 2017","43.578947368421","33.8947368421053","4.84210526315789","4.84210526315789","4.84210526315789","age","120"
"Jan 23, 2017","33.4545454545455","25.0909090909091","8.36363636363636","16.7272727272727","8.36363636363636","age","120"
"Jan 24, 2017","39.4285714285714","13.1428571428571","13.1428571428571","13.1428571428571","13.1428571428571","age","120"
"Jan 25, 2017","30.6666666666667","20.4444444444444","30.6666666666667","10.2222222222222","0","age","120"
"Jan 26, 2017","34.5","23","23","0","11.5","age","120"
"Jan 27, 2017","15.3333333333333","23","30.6666666666667","15.3333333333333","7.66666666666667","age","120"
"Jan 28, 2017","9.2","18.4","36.8","9.2","18.4","age","120"
"Jan 29, 2017","32.2","23","18.4","9.2","9.2","age","120"
"Jan 30, 2017","35.7777777777778","20.4444444444444","20.4444444444444","5.11111111111111","10.2222222222222","age","120"
"Jan 31, 2017","19.7142857142857","26.2857142857143","26.2857142857143","13.1428571428571","6.57142857142857","age","120"
"Feb 1, 2017","6.13333333333333","30.6666666666667","36.8","12.2666666666667","6.13333333333333","age","120"
"Feb 2, 2017","15.3333333333333","23","38.3333333333333","15.3333333333333","0","age","120"
"Feb 3, 2017","0","23","38.3333333333333","15.3333333333333","15.3333333333333","age","120"
"Feb 4, 2017","14.1538461538462","35.3846153846154","14.1538461538462","21.2307692307692","7.07692307692308","age","120"
"Feb 5, 2017","8.76190476190476","26.2857142857143","21.9047619047619","21.9047619047619","13.1428571428571","age","120"
"Feb 6, 2017","16.2352941176471","16.2352941176471","32.4705882352941","10.8235294117647","16.2352941176471","age","120"
"Feb 7, 2017","7.66666666666667","30.6666666666667","30.6666666666667","15.3333333333333","7.66666666666667","age","120"
"Feb 8, 2017","11.5","23","23","23","11.5","age","120"
"Feb 9, 2017","4.84210526315789","14.5263157894737","14.5263157894737","53.2631578947368","4.84210526315789","age","120"
"Feb 10, 2017","1.08235294117647","1.08235294117647","7.57647058823529","82.2588235294118","0","age","120"
"Feb 11, 2017","6.57142857142857","6.57142857142857","6.57142857142857","72.2857142857143","0","age","120"
"Feb 12, 2017","10.2222222222222","15.3333333333333","20.4444444444444","30.6666666666667","15.3333333333333","age","120"
"Feb 13, 2017","10.2222222222222","20.4444444444444","10.2222222222222","40.8888888888889","10.2222222222222","age","120"
"Feb 14, 2017","13.1428571428571","13.1428571428571","26.2857142857143","26.2857142857143","13.1428571428571","age","120"
"Feb 15, 2017","11.5","23","23","34.5","0","age","120"
"Feb 16, 2017","9.2","27.6","18.4","27.6","9.2","age","120"
"Feb 17, 2017","11.5","34.5","23","23","0","age","120"
"Feb 18, 2017","10.2222222222222","20.4444444444444","20.4444444444444","20.4444444444444","20.4444444444444","age","120"
"Feb 19, 2017","10.2222222222222","20.4444444444444","20.4444444444444","20.4444444444444","20.4444444444444","age","120"
"Feb 20, 2017","7.66666666666667","23","7.66666666666667","30.6666666666667","23","age","120"
"Feb 21, 2017","13.1428571428571","13.1428571428571","26.2857142857143","13.1428571428571","26.2857142857143","age","120"
"Feb 22, 2017","13.1428571428571","13.1428571428571","13.1428571428571","39.4285714285714","13.1428571428571","age","120"
"Feb 23, 2017","6.57142857142857","19.7142857142857","6.57142857142857","19.7142857142857","39.4285714285714","age","120"
"Feb 24, 2017","6.57142857142857","16.4285714285714","6.57142857142857","6.57142857142857","55.8571428571429","age","120"
"Feb 25, 2017","6.57142857142857","26.2857142857143","6.57142857142857","19.7142857142857","32.8571428571429","age","120"
"Feb 26, 2017","7.07692307692308","21.2307692307692","14.1538461538462","28.3076923076923","21.2307692307692","age","120"
"Feb 27, 2017","9.2","27.6","9.2","27.6","18.4","age","120"
"Feb 28, 2017","7.07692307692308","28.3076923076923","14.1538461538462","21.2307692307692","21.2307692307692","age","120"
"Mar 1, 2017","10.8235294117647","21.6470588235294","32.4705882352941","16.2352941176471","10.8235294117647","age","120"
"Mar 2, 2017","11.5","28.75","23","23","5.75","age","120"
"Mar 3, 2017","8.36363636363636","33.4545454545455","25.0909090909091","8.36363636363636","16.7272727272727","age","120"
"Mar 4, 2017","8.36363636363636","16.7272727272727","33.4545454545455","25.0909090909091","8.36363636363636","age","120"
"Mar 5, 2017","9.2","9.2","36.8","18.4","18.4","age","120"
"Mar 6, 2017","7.66666666666667","23","38.3333333333333","23","0","age","120"
"Mar 7, 2017","12.2666666666667","24.5333333333333","30.6666666666667","18.4","6.13333333333333","age","120"
"Mar 8, 2017","16.7272727272727","33.4545454545455","25.0909090909091","8.36363636363636","8.36363636363636","age","120"
"Mar 9, 2017","30.6666666666667","23","7.66666666666667","23","7.66666666666667","age","120"
"Mar 10, 2017","63.5238095238095","15.3333333333333","4.38095238095238","2.19047619047619","6.57142857142857","age","120"
"Mar 11, 2017","13.1428571428571","26.2857142857143","13.1428571428571","26.2857142857143","13.1428571428571","age","120"
"Mar 12, 2017","6.57142857142857","39.4285714285714","19.7142857142857","13.1428571428571","13.1428571428571","age","120"
"Mar 13, 2017","17.25","28.75","23","17.25","5.75","age","120"
"Mar 14, 2017","6.57142857142857","32.8571428571429","26.2857142857143","13.1428571428571","13.1428571428571","age","120"
"Mar 15, 2017","10.2222222222222","20.4444444444444","20.4444444444444","30.6666666666667","10.2222222222222","age","120"
"Mar 16, 2017","7.66666666666667","23","15.3333333333333","30.6666666666667","15.3333333333333","age","120"
"Mar 17, 2017","7.66666666666667","30.6666666666667","23","23","7.66666666666667","age","120"
