date,hamon TOPIC0,macron TOPIC0,fillon TOPIC0,le pen TOPIC0,mélenchon TOPIC0,query,time
"Dec 22, 2016","1.67708333333333","20.84375","17.0104166666667","17.5331439393939","11.9356060606061","age","120"
"Dec 23, 2016","5.75","10.1228991596639","14.2300420168067","27.3970588235294","11.5","age","120"
"Dec 24, 2016","11.5","8.40384615384615","20.7884615384615","15.0384615384615","13.2692307692308","age","120"
"Dec 25, 2016","0","18.4638888888889","4.40833333333334","32.0722222222222","2.55555555555555","age","120"
"Dec 26, 2016","12.7777777777778","16.6111111111111","15.3333333333333","7.02777777777778","5.75","age","120"
"Dec 27, 2016","1.27777777777778","4.35243055555555","22.6634424603175","26.1316964285714","3.07465277777778","age","120"
"Dec 28, 2016","11.5","41.5194805194805","10.6038961038961","16.8766233766234","0","age","120"
"Dec 29, 2016","2.73809523809524","28.75","9.58333333333334","13.6904761904762","2.73809523809524","age","120"
"Dec 30, 2016","5.88690476190476","33.4869047619048","6.65357142857142","7.11904761904762","15.8535714285714","age","120"
"Dec 31, 2016","0","14.0555555555556","7.49242424242425","12.9520202020202","0","age","120"
"Jan 1, 2017","5.27443609022556","9.03571428571429","14.3101503759399","5.8796992481203","0","age","120"
"Jan 2, 2017","7.85833333333334","41.2083333333333","13.8958333333333","10.35","7.1875","age","120"
"Jan 3, 2017","1.32401315789474","4.69078947368421","36.1266447368421","14.639802631579","0.71875","age","120"
"Jan 4, 2017","6.80980392156863","22.8196078431373","43.5647058823529","6.62941176470589","0.676470588235294","age","120"
"Jan 5, 2017","5.31875","35.79375","26.2104166666667","12.4104166666667","0.766666666666666","age","120"
"Jan 6, 2017","2.73489278752436","20.4892787524367","28.301656920078","8.38401559454191","9.0901559454191","age","120"
"Jan 7, 2017","2.55555555555555","15.1193134822167","20.2748138957816","16.1101461262752","3.44017094017094","age","120"
"Jan 8, 2017","18.8928571428571","24.5059523809524","10.8154761904762","13.9642857142857","0.821428571428571","age","120"
"Jan 9, 2017","3.61950817213975","11.0405608037187","37.9288499025341","3.94541910331384","23.9656620182936","age","120"
"Jan 10, 2017","1.4375","26.4910714285714","24.8482142857143","12.9375","3.28571428571429","age","120"
"Jan 11, 2017","14.4092261904762","24.3690476190476","29.9136904761905","8.89880952380953","2.90922619047619","age","120"
"Jan 12, 2017","3.5047619047619","24.2047619047619","31.6424242424242","4.6","16.5480519480519","age","120"
"Jan 13, 2017","10.7333333333333","36.7441747572815","21.6862459546926","7.28333333333334","4.05291262135922","age","120"
"Jan 14, 2017","3.27575757575757","15.2462121212121","13.225","14.3575757575758","11.3954545454545","age","120"
"Jan 15, 2017","7.98611111111111","32.7430555555556","5.90972222222223","9.10416666666666","13.2569444444444","age","120"
"Jan 16, 2017","5.45134543178974","33.7220074199893","20.581334927588","7.6534730913642","13.0918391292687","age","120"
"Jan 17, 2017","7.7288961038961","28.1311788986208","20.7970779220779","4.76532769556025","7.57751937984496","age","120"
"Jan 18, 2017","13.9642857142857","36.2506464124111","11.8630144365438","5.85778926955397","12.5642641672053","age","120"
"Jan 19, 2017","30.5069444444444","19.1757936507937","26.5732142857143","11.5","4.24404761904762","age","120"
"Jan 20, 2017","7.66666666666666","27.7335858585859","9.45265151515153","8.49431818181819","4.15277777777778","age","120"
"Jan 21, 2017","15.7166666666667","14.3329268292683","11.1166666666667","11.7991869918699","16.0345528455285","age","120"
"Jan 22, 2017","36.7103896103896","17.5242212674544","14.3607199817726","4.43073593073593","7.47393320964749","age","120"
"Jan 23, 2017","20.9010825341471","29.1091615809358","14.2258064516129","16.0701104330137","11.6938390002906","age","120"
"Jan 24, 2017","27.725","18.5083333333333","15.0416666666667","4.25","14.975","age","120"
"Jan 25, 2017","30.6276604824992","19.8600103664121","17.1252003530853","12.5659275336695","11.8212012643339","age","120"
"Jan 26, 2017","19.1783358701167","22.2010971588026","25.9606227803146","15.417935058346","9.24200913242009","age","120"
"Jan 27, 2017","11.7031004709576","17.3808869701727","20.0900215855573","11.9547193877551","7.87127158555731","age","120"
"Jan 28, 2017","9.79906674208144","15.2557917787697","27.999035022013","11.5772632077779","15.868843249358","age","120"
"Jan 29, 2017","17.3301693968013","30.6000795491165","23.1848198088568","13.7490450725745","7.13588617265088","age","120"
"Jan 30, 2017","18.7317862535636","19.608225542533","23.173323428758","6.2953078450844","24.191356930061","age","120"
"Jan 31, 2017","10.5056287330813","41.2968895555921","18.5273011534879","17.6717422872486","3.99843827059016","age","120"
"Feb 1, 2017","8.29728255824747","21.6739352722083","34.817559668848","14.9231527893809","12.2880697113153","age","120"
"Feb 2, 2017","6.59191397088689","19.1503156930788","24.530884319649","16.0014507422402","14.225435274145","age","120"
"Feb 3, 2017","11.7547912268356","14.5306532958011","33.7310403471733","14.4684729064039","6.01504222378606","age","120"
"Feb 4, 2017","16.5396471949104","36.222550482907","16.3966955229264","18.4739003215234","4.3672064777328","age","120"
"Feb 5, 2017","7.62423389618512","34.7165682003294","13.4938725356569","18.5820710312366","17.583254336592","age","120"
"Feb 6, 2017","7.94310897435897","25.7954899267399","21.6609661172161","15.3185897435898","21.2818452380952","age","120"
"Feb 7, 2017","15.4360119047619","14.4776785714286","30.5986169467787","12.9922619047619","6.9954306722689","age","120"
"Feb 8, 2017","2.52240566037736","19.476572327044","30.9046383647799","3.60731132075471","12.489072327044","age","120"
"Feb 9, 2017","2.11717948717949","31.8048717948718","22.0917948717949","18.7184615384615","17.2676923076923","age","120"
"Feb 10, 2017","4.0484693877551","23.1672193877551","18.1594387755102","18.3794642857143","16.7454081632653","age","120"
"Feb 11, 2017","3.24486486486486","29.1965315315315","13.5565315315315","18.2622072072072","16.2398648648649","age","120"
"Feb 12, 2017","8.31169871794872","29.46875","12.5689102564103","20.3830128205128","9.76762820512821","age","120"
"Feb 13, 2017","4.41547131147541","21.9530396174863","29.8580942622951","22.8307718579235","1.44262295081967","age","120"
"Feb 14, 2017","15.475743006993","30.688446969697","6.58937937062938","27.2237033799534","12.0227272727273","age","120"
"Feb 15, 2017","5.07916666666666","23.5202380952381","29.352380952381","13.8958333333333","8.65238095238095","age","120"
"Feb 16, 2017","12.8286967418546","9.04371008165575","21.4627617430674","13.5637521222411","23.6010793111812","age","120"
"Feb 17, 2017","5.19097222222222","50.4722222222222","9.66319444444445","5.51041666666666","9.66319444444445","age","120"
"Feb 18, 2017","3.43633276740237","34.0997453310696","4.04159592529711","10.5823429541596","16.8399830220713","age","120"
"Feb 19, 2017","16.081494057725","10.1374269005848","15.6867572156197","18.3399358611583","31.7543859649123","age","120"
"Feb 20, 2017","7.18111111111111","29.8634920634921","22.9634920634921","11.3466666666667","9.14523809523809","age","120"
"Feb 21, 2017","3.83142278043593","13.5771531100478","29.9039739500266","11.9271996278575","21.2602505316321","age","120"
"Feb 22, 2017","1.51736111111111","20.7318357898715","23.3216175359033","15.2817224111867","19.6474631519274","age","120"
"Feb 23, 2017","14.6625","31.0431547619048","5.53779761904763","15.95625","13.3002976190476","age","120"
"Feb 24, 2017","2.22124670763828","43.0732738974151","14.0431007898976","16.9670154131304","15.6953631919186","age","120"
"Feb 25, 2017","5.23888888888889","53.9570707070707","10.9540404040404","17.25","4.6","age","120"
"Feb 26, 2017","8.95571895424836","39.3734265734266","11.3155395584807","15.181981580511","5.67333333333334","age","120"
"Feb 27, 2017","1.91666666666667","34.2638217338217","12.5112698412698","17.8987179487179","13.9095238095238","age","120"
"Feb 28, 2017","6.29875375375375","28.7971858478196","11.6243875565707","18.5312312312312","15.2484416106247","age","120"
"Mar 1, 2017","5.89883207070706","34.4944758522486","29.615139457499","11.8580290262172","10.1335235933281","age","120"
"Mar 2, 2017","16.5532441797264","45.4699519884047","12.522080426971","7.96388976960474","9.49083363529305","age","120"
"Mar 3, 2017","1.78999042145594","42.2667033813896","12.3048398910918","14.8415314401623","9.29693486590038","age","120"
"Mar 4, 2017","6.13333333333334","25.3400272070551","12.8529411764706","17.3842691622103","18.7894291209307","age","120"
"Mar 5, 2017","15.3262232821056","28.6907834304893","36.036075781664","2.90699523052464","9.0399222752164","age","120"
"Mar 6, 2017","17.2482654600302","22.6346428081722","23.8989647607295","17.0495817907583","11.1685451803099","age","120"
"Mar 7, 2017","3.94276315789474","39.1772478070175","17.9282346491228","11.6381578947368","7.81359649122807","age","120"
"Mar 8, 2017","9.41189403689404","43.1972758472759","16.924882024882","12.4622801372801","10.0036679536679","age","120"
"Mar 9, 2017","10.5094858916453","40.3490610438753","22.1294429254956","11.5991740715425","7.41283606744133","age","120"
"Mar 10, 2017","14.0875","36.0271323529412","16.4847426470588","10.43625","14.964375","age","120"
"Mar 11, 2017","8.09614493559446","42.3366481823477","16.3267397103406","18.7426767676768","6.4977904040404","age","120"
"Mar 12, 2017","4.12326613572259","41.6665588186494","13.6376223660196","14.5827899452464","6.48976273436203","age","120"
"Mar 13, 2017","6.05182974701395","21.4072683106801","32.6146792208193","15.4035817459773","5.02264097550936","age","120"
"Mar 14, 2017","14.4722237585188","22.1329105706747","23.6611227608151","15.404674335859","4.82906857413246","age","120"
"Mar 15, 2017","1.63175675675676","20.2907657657658","28.2941441441441","9.13783783783784","32.6454954954955","age","120"
"Mar 16, 2017","11.2543963927034","31.0354649176744","14.4684173669468","9.09691876750701","14.6448025551684","age","120"
"Mar 17, 2017","21.8387121179087","21.8180686492536","18.6153205715199","9.69812606287882","20.0297725984389","age","120"
"Mar 18, 2017","6.34242424242424","29.2462227912932","16.3044280836534","7.99429150661546","9.11263337601365","age","120"
"Mar 19, 2017","13.8765143780051","28.2481221599289","15.4568931658839","15.0133179250128","19.4051523711693","age","120"
"Mar 20, 2017","7.24517350312783","25.184144002269","22.9403254088077","21.2749372476263","15.3554198381691","age","120"
"Mar 21, 2017","10.3491946778712","26.2983734402852","12.0210561497326","11.9469537815126","31.3844219505984","age","120"
"Mar 22, 2017","7.08491221422257","26.5302355690287","16.7396583301756","13.1835291145636","28.4616647720096","age","120"
"Mar 23, 2017","7.66391283524904","22.0591838956063","22.0372533835896","14.5799518170208","25.6596980685343","age","120"
"Mar 24, 2017","2.02970692095185","16.4419169331619","40.3966150965357","15.0934564367821","18.0383046125684","age","120"
"Mar 25, 2017","15.597720020815","22.3129803471497","22.6847848584279","12.5939408207407","18.8105739528668","age","120"
"Mar 26, 2017","4.09545454545454","42.5854372033589","25.2146175611537","6.85323110624315","13.2512595837897","age","120"
"Mar 27, 2017","9.57521186440678","30.1123353806177","15.4136028760409","22.1716101694915","14.7272397094431","age","120"
"Mar 28, 2017","5.92367175914339","21.3563416622958","19.8823264844979","21.9201613100032","11.4174987840598","age","120"
"Mar 29, 2017","1.85347503952155","26.6065629918828","18.3310652303385","21.4895339313944","12.2193628068628","age","120"
"Mar 30, 2017","16.27532273841","25.4647868909614","13.9098245155292","10.6305698403014","25.719496014798","age","120"
"Mar 31, 2017","8.69972670088769","25.2504900285473","16.3122685278258","14.7597821425221","15.4777326002171","age","120"
"Apr 1, 2017","3.40626856803327","37.6056865396708","15.9606440219185","18.7270746682511","16.3003262021263","age","120"
"Apr 2, 2017","6.86300436205016","31.2733243357608","7.26482634703807","19.1723385416843","15.9265064134667","age","120"
"Apr 3, 2017","19.4462577751668","22.7671615808708","16.4548213919391","17.7158084944003","15.615950757623","age","120"
"Apr 4, 2017","7.29245684183804","24.1672981721249","15.7470297029703","17.8071909113988","15.4860243716679","age","120"
"Apr 5, 2017","9.61637931034483","40.9331075533662","13.8764778325123","13.3241379310345","14.2498973727422","age","120"
"Apr 6, 2017","8.11259727162462","24.4500345573448","17.0345763269534","9.7005376344086","21.2022542096687","age","120"
"Apr 7, 2017","4.48726973684211","40.7599630325815","18.5299514411027","9.7111447368421","18.5116710526316","age","120"
"Apr 8, 2017","7.71697609901835","16.195292425549","6.5555644472898","10.9870892018779","50.5450778262649","age","120"
"Apr 9, 2017","1.10071428571429","25.0458855472013","21.0811236424394","8.67169172932331","36.1005847953216","age","120"
"Apr 10, 2017","10.6564107363384","21.0952594893829","11.6985008447395","15.2082825203252","33.3415464092141","age","120"
"Apr 11, 2017","10.1588298724289","22.9565301930078","13.6999512362241","10.8041527340677","34.3805359642715","age","120"
"Apr 12, 2017","2.69453779409953","26.4567227264645","6.71417999133318","5.90719889443212","38.7273605936707","age","120"
"Apr 13, 2017","4.37488511863511","27.2005216799572","16.6245989830667","9.35431327064391","34.4456809476971","age","120"
"Apr 14, 2017","7.8978835978836","16.7665846392104","19.2656296521286","7.04835823218176","29.5215438785956","age","120"
"Apr 15, 2017","3.20172591224729","28.0269944890069","12.5544763594745","6.79972036278301","41.4170828764884","age","120"
"Apr 16, 2017","1.36378205128205","35.3224352158563","12.8026365203997","13.4959457939721","29.0152004184899","age","120"
"Apr 17, 2017","3.48685953782262","30.2761020705339","19.8406884146769","14.1000255901734","24.2963243867932","age","120"
"Apr 18, 2017","5.70773318187556","24.4251599567919","10.7206271237282","12.9711817476982","38.1752979899061","age","120"
"Apr 19, 2017","4.56828728831958","25.8940159499424","20.4031383761906","10.2596409574468","30.8749174281005","age","120"
