date,hamon,macron,fillon,le pen,mélenchon,query,time
"Feb 13, 2017","4.52459016393443","15.0819672131148","33.1803278688525","33.1803278688525","6.0327868852459","nom","120"
"Feb 14, 2017","8.76190476190476","14.6031746031746","35.047619047619","27.7460317460317","5.84126984126984","nom","120"
"Feb 15, 2017","5.93548387096774","14.8387096774194","35.6129032258064","29.6774193548387","5.93548387096774","nom","120"
"Feb 16, 2017","5.04109589041096","18.9041095890411","34.027397260274","27.7260273972603","6.3013698630137","nom","120"
"Feb 17, 2017","6.76470588235294","18.9411764705882","27.0588235294118","32.4705882352941","6.76470588235294","nom","120"
"Feb 18, 2017","8.23880597014925","24.7164179104478","21.9701492537313","28.8358208955224","8.23880597014925","nom","120"
"Feb 19, 2017","8.11764705882353","18.9411764705882","20.2941176470588","29.7647058823529","14.8823529411765","nom","120"
"Feb 20, 2017","6.3448275862069","14.2758620689655","20.6206896551724","38.0689655172414","12.6896551724138","nom","120"
"Feb 21, 2017","4.3125","12.9375","21.5625","46","7.1875","nom","120"
"Feb 22, 2017","5.57575757575758","23.6969696969697","16.7272727272727","39.030303030303","6.96969696969697","nom","120"
"Feb 23, 2017","6.3013698630137","25.2054794520548","13.8630136986301","32.7671232876712","13.8630136986301","nom","120"
"Feb 24, 2017","6.41860465116279","27.8139534883721","17.1162790697674","27.8139534883721","12.8372093023256","nom","120"
"Feb 25, 2017","5.04109589041096","20.1643835616438","23.9452054794521","34.027397260274","8.82191780821918","nom","120"
"Feb 26, 2017","7.07692307692308","20.0512820512821","14.1538461538462","42.4615384615385","8.25641025641026","nom","120"
"Feb 27, 2017","6.13333333333333","19.9333333333333","18.4","38.3333333333333","9.2","nom","120"
"Feb 28, 2017","6.23728813559322","18.7118644067797","17.1525423728814","42.1016949152542","7.79661016949153","nom","120"
"Mar 1, 2017","3.51145038167939","15.4503816793893","51.969465648855","17.5572519083969","3.51145038167939","nom","120"
"Mar 2, 2017","3.43283582089552","32.2686567164179","30.2089552238806","22.6567164179104","3.43283582089552","nom","120"
"Mar 3, 2017","3.83333333333333","20.7","41.4","23","3.06666666666667","nom","120"
"Mar 4, 2017","4.14414414414414","16.5765765765766","43.9279279279279","24.036036036036","3.31531531531532","nom","120"
"Mar 5, 2017","3.53846153846154","10.025641025641","58.974358974359","16.5128205128205","2.94871794871795","nom","120"
"Mar 6, 2017","3.64356435643564","12.7524752475248","46.4554455445545","24.5940594059406","4.55445544554455","nom","120"
"Mar 7, 2017","5.60975609756098","16.8292682926829","39.2682926829268","25.8048780487805","4.48780487804878","nom","120"
"Mar 8, 2017","9.85714285714286","25.1904761904762","26.2857142857143","26.2857142857143","4.38095238095238","nom","120"
"Mar 9, 2017","11.9480519480519","27.4805194805195","20.3116883116883","26.2857142857143","5.97402597402597","nom","120"
"Mar 10, 2017","12.2666666666667","24.5333333333333","18.4","30.6666666666667","6.13333333333333","nom","120"
"Mar 11, 2017","5.75","27.6","14.95","34.5","9.2","nom","120"
"Mar 12, 2017","3.91489361702128","28.3829787234043","26.4255319148936","25.4468085106383","7.82978723404255","nom","120"
"Mar 13, 2017","4.18181818181818","27.1818181818182","30.3181818181818","24.0454545454545","6.27272727272727","nom","120"
"Mar 14, 2017","4.33962264150943","20.8301886792453","39.9245283018868","21.6981132075472","5.20754716981132","nom","120"
"Mar 15, 2017","5.28735632183908","19.0344827586207","28.551724137931","31.7241379310345","7.40229885057471","nom","120"
"Mar 16, 2017","8.94444444444444","19.1666666666667","24.2777777777778","30.6666666666667","8.94444444444444","nom","120"
"Mar 17, 2017","6.13333333333333","18.4","28.2133333333333","28.2133333333333","11.04","nom","120"
"Mar 18, 2017","5.11111111111111","16.3555555555556","17.3777777777778","27.6","25.5555555555556","nom","120"
"Mar 19, 2017","17.1372549019608","21.6470588235294","13.5294117647059","24.3529411764706","15.3333333333333","nom","120"
"Mar 20, 2017","12.075","21.275","12.65","30.475","15.525","nom","120"
"Mar 21, 2017","7.82978723404255","22.1843971631206","15.0070921985816","28.0567375886525","18.9219858156028","nom","120"
"Mar 22, 2017","4.6","18.4","24.5333333333333","24.5333333333333","19.9333333333333","nom","120"
"Mar 23, 2017","4.71794871794872","20.4444444444444","24.3760683760684","25.9487179487179","16.5128205128205","nom","120"
"Mar 24, 2017","3.40740740740741","14.3111111111111","42.9333333333333","21.1259259259259","10.2222222222222","nom","120"
"Mar 25, 2017","4.33962264150943","17.3584905660377","32.9811320754717","23.4339622641509","13.8867924528302","nom","120"
"Mar 26, 2017","5.36666666666667","15.3333333333333","23","27.6","20.7","nom","120"
"Mar 27, 2017","8.03883495145631","18.7572815533981","21.4368932038835","28.5825242718447","15.1844660194175","nom","120"
"Mar 28, 2017","5.41176470588235","14.6890756302521","27.0588235294118","34.0168067226891","10.8235294117647","nom","120"
"Mar 29, 2017","7.52727272727273","20.0727272727273","21.7454545454545","29.2727272727273","13.3818181818182","nom","120"
"Mar 30, 2017","7.91397849462366","18.7956989247312","22.752688172043","26.7096774193548","15.8279569892473","nom","120"
"Mar 31, 2017","5.22727272727273","19.8636363636364","23","29.2727272727273","14.6363636363636","nom","120"
"Apr 1, 2017","6.31372549019608","29.7647058823529","17.1372549019608","26.156862745098","12.6274509803922","nom","120"
"Apr 2, 2017","5.11111111111111","21.2962962962963","15.3333333333333","30.6666666666667","19.5925925925926","nom","120"
"Apr 3, 2017","8.5360824742268","18.020618556701","20.8659793814433","30.3505154639175","14.2268041237113","nom","120"
"Apr 4, 2017","8.57627118644068","21.0508474576271","16.3728813559322","31.1864406779661","14.8135593220339","nom","120"
"Apr 5, 2017","5.85454545454545","18.4","18.4","29.2727272727273","20.0727272727273","nom","120"
"Apr 6, 2017","4.416","23.552","27.968","21.344","14.72","nom","120"
"Apr 7, 2017","3.70967741935484","27.4516129032258","24.4838709677419","20.0322580645161","16.3225806451613","nom","120"
"Apr 8, 2017","4.52459016393443","16.5901639344262","16.5901639344262","32.4262295081967","21.8688524590164","nom","120"
"Apr 9, 2017","3.63157894736842","13.9210526315789","16.3421052631579","25.4210526315789","32.6842105263158","nom","120"
"Apr 10, 2017","3.59375","14.375","18.6875","24.4375","30.90625","nom","120"
"Apr 11, 2017","6.23728813559322","15.5932203389831","17.1525423728814","25.728813559322","27.2881355932203","nom","120"
"Apr 12, 2017","5.93548387096774","18.5483870967742","14.8387096774194","21.5161290322581","31.1612903225806","nom","120"
"Apr 13, 2017","4.56198347107438","16.7272727272727","13.6859504132231","24.3305785123967","32.6942148760331","nom","120"
"Apr 14, 2017","4.02919708029197","14.1021897810219","14.1021897810219","33.5766423357664","26.1897810218978","nom","120"
"Apr 15, 2017","4.24615384615385","15.5692307692308","16.2769230769231","30.4307692307692","25.4769230769231","nom","120"
"Apr 16, 2017","3.88732394366197","17.4929577464789","14.2535211267606","23.3239436619718","33.0422535211268","nom","120"
"Apr 17, 2017","3.57777777777778","28.1111111111111","13.8","24.5333333333333","21.9777777777778","nom","120"
"Apr 18, 2017","3.97530864197531","17.037037037037","15.3333333333333","33.5061728395062","22.1481481481481","nom","120"
"Apr 19, 2017","5.54216867469879","17.1807228915663","15.5180722891566","34.3614457831325","19.3975903614458","nom","120"
