date,hamon livre,macron livre,fillon livre,le pen livre,mélenchon livre,query,time
"Dec 22, 2016","0","21.2307692307692","10.6153846153846","38.9230769230769","21.2307692307692","age","120"
"Dec 23, 2016","7.82978723404255","7.82978723404255","15.6595744680851","45.0212765957447","15.6595744680851","age","120"
"Dec 24, 2016","0","23.5897435897436","18.8717948717949","0","49.5384615384615","age","120"
"Dec 25, 2016","9.78723404255319","15.6595744680851","19.5744680851064","46.9787234042553","0","age","120"
"Dec 26, 2016","8.97560975609756","8.97560975609756","8.97560975609756","56.0975609756098","8.97560975609756","age","120"
"Dec 27, 2016","11.1515151515152","11.1515151515152","0","69.6969696969697","0","age","120"
"Dec 28, 2016","0","44.16","0","47.84","0","age","120"
"Dec 29, 2016","0","0","9.2","43.7","39.1","age","120"
"Dec 30, 2016","0","21.6470588235294","0","0","70.3529411764706","age","120"
"Dec 31, 2016","0","10.6976744186047","0","49.2093023255814","32.093023255814","age","120"
"Jan 1, 2017","0","67.7894736842105","0","0","24.2105263157895","age","120"
"Jan 2, 2017","9.43589743589744","11.7948717948718","0","35.3846153846154","35.3846153846154","age","120"
"Jan 3, 2017","7.36","25.76","0","31.28","27.6","age","120"
"Jan 4, 2017","0","0","16.2352941176471","75.7647058823529","0","age","120"
"Jan 5, 2017","13.6296296296296","13.6296296296296","13.6296296296296","13.6296296296296","37.4814814814815","age","120"
"Jan 6, 2017","0","23.8518518518519","0","13.6296296296296","54.5185185185185","age","120"
"Jan 7, 2017","8.55813953488372","27.8139534883721","0","27.8139534883721","27.8139534883721","age","120"
"Jan 8, 2017","0","9.43589743589744","9.43589743589744","54.2564102564103","18.8717948717949","age","120"
"Jan 9, 2017","0","13.6296296296296","23.8518518518519","0","54.5185185185185","age","120"
"Jan 10, 2017","11.5","26.8333333333333","0","42.1666666666667","11.5","age","120"
"Jan 11, 2017","0","24.2105263157895","16.9473684210526","50.8421052631579","0","age","120"
"Jan 12, 2017","9.51724137931035","22.2068965517241","15.8620689655172","0","44.4137931034483","age","120"
"Jan 13, 2017","0","6.94339622641509","0","78.1132075471698","6.94339622641509","age","120"
"Jan 14, 2017","10.8235294117647","0","10.8235294117647","70.3529411764706","0","age","120"
"Jan 15, 2017","0","12.2666666666667","30.6666666666667","0","49.0666666666667","age","120"
"Jan 16, 2017","8.625","14.375","20.125","40.25","8.625","age","120"
"Jan 17, 2017","5.93548387096774","17.8064516129032","13.3548387096774","38.5806451612903","16.3225806451613","age","120"
"Jan 18, 2017","0","8.36363636363636","0","60.6363636363636","23","age","120"
"Jan 19, 2017","0","92","0","0","0","age","120"
"Jan 20, 2017","7.66666666666667","15.3333333333333","7.66666666666667","30.6666666666667","30.6666666666667","age","120"
"Jan 21, 2017","0","23.4509803921569","7.2156862745098","30.6666666666667","30.6666666666667","age","120"
"Jan 22, 2017","21.8305084745763","6.23728813559322","0","57.6949152542373","6.23728813559322","age","120"
"Jan 23, 2017","17.4054054054054","17.4054054054054","7.45945945945946","39.7837837837838","9.94594594594595","age","120"
"Jan 24, 2017","30.6666666666667","30.6666666666667","30.6666666666667","0","0","age","120"
"Jan 25, 2017","7.26315789473684","12.1052631578947","46","26.6315789473684","0","age","120"
"Jan 26, 2017","0","14.8387096774194","32.6451612903226","32.6451612903226","11.8709677419355","age","120"
"Jan 27, 2017","16.7272727272727","18.8181818181818","23","33.4545454545455","0","age","120"
"Jan 28, 2017","10.5142857142857","15.7714285714286","21.0285714285714","44.6857142857143","0","age","120"
"Jan 29, 2017","30.6666666666667","8.76190476190476","17.5238095238095","26.2857142857143","8.76190476190476","age","120"
"Jan 30, 2017","23","14.7857142857143","19.7142857142857","4.92857142857143","29.5714285714286","age","120"
"Jan 31, 2017","6.0327868852459","6.0327868852459","18.0983606557377","55.8032786885246","6.0327868852459","age","120"
"Feb 1, 2017","3.80165289256198","25.0909090909091","14.4462809917355","29.6528925619835","19.0082644628099","age","120"
"Feb 2, 2017","0","19.9333333333333","21.4666666666667","44.4666666666667","6.13333333333333","age","120"
"Feb 3, 2017","7.75903614457831","17.7349397590361","26.6024096385542","19.9518072289157","19.9518072289157","age","120"
"Feb 4, 2017","0","12.5454545454545","43.9090909090909","35.5454545454545","0","age","120"
"Feb 5, 2017","7.77464788732394","10.3661971830986","5.1830985915493","63.4929577464789","5.1830985915493","age","120"
"Feb 6, 2017","0","14.6363636363636","35.5454545454545","10.4545454545455","31.3636363636364","age","120"
"Feb 7, 2017","9.2","9.2","27.6","31.5428571428571","14.4571428571429","age","120"
"Feb 8, 2017","0","7.07692307692308","19.4615384615385","46","19.4615384615385","age","120"
"Feb 9, 2017","8","5.33333333333333","34.6666666666667","29.3333333333333","14.6666666666667","age","120"
"Feb 10, 2017","4.90666666666667","11.04","13.4933333333333","35.5733333333333","26.9866666666667","age","120"
"Feb 11, 2017","0","14.72","14.72","62.56","0","age","120"
"Feb 12, 2017","6.45614035087719","20.9824561403509","6.45614035087719","48.4210526315789","9.68421052631579","age","120"
"Feb 13, 2017","0","35.7777777777778","35.7777777777778","20.4444444444444","0","age","120"
"Feb 14, 2017","12.1509433962264","0","8.67924528301887","71.1698113207547","0","age","120"
"Feb 15, 2017","8.55813953488372","8.55813953488372","8.55813953488372","57.7674418604651","8.55813953488372","age","120"
"Feb 16, 2017","6.57142857142857","21.3571428571429","13.1428571428571","50.9285714285714","0","age","120"
"Feb 17, 2017","0","14.72","25.76","29.44","22.08","age","120"
"Feb 18, 2017","0","14.6363636363636","14.6363636363636","62.7272727272727","0","age","120"
"Feb 19, 2017","5.49253731343284","12.3582089552239","5.49253731343284","37.0746268656716","31.5820895522388","age","120"
"Feb 20, 2017","0","11.1515151515152","11.1515151515152","58.5454545454545","11.1515151515152","age","120"
"Feb 21, 2017","3.91489361702128","3.91489361702128","21.531914893617","47.9574468085106","14.6808510638298","age","120"
"Feb 22, 2017","0","21.7454545454545","6.69090909090909","45.1636363636364","18.4","age","120"
"Feb 23, 2017","0","29.9","9.2","36.8","16.1","age","120"
"Feb 24, 2017","0","8.11764705882353","5.41176470588235","40.5882352941176","37.8823529411765","age","120"
"Feb 25, 2017","14.7857142857143","6.57142857142857","32.8571428571429","0","37.7857142857143","age","120"
"Feb 26, 2017","16.8292682926829","11.219512195122","8.97560975609756","21.3170731707317","33.6585365853659","age","120"
"Feb 27, 2017","13.3333333333333","9.33333333333333","4","52","13.3333333333333","age","120"
"Feb 28, 2017","7.07692307692308","16.5128205128205","16.5128205128205","44.8205128205128","7.07692307692308","age","120"
"Mar 1, 2017","3.83333333333333","17.8888888888889","21.7222222222222","30.6666666666667","17.8888888888889","age","120"
"Mar 2, 2017","5.49253731343284","30.2089552238806","12.3582089552239","38.4477611940299","5.49253731343284","age","120"
"Mar 3, 2017","8","12","30","42","0","age","120"
"Mar 4, 2017","8.55813953488372","12.8372093023256","42.7906976744186","27.8139534883721","0","age","120"
"Mar 5, 2017","11.3230769230769","14.1538461538462","43.8769230769231","22.6461538461538","0","age","120"
"Mar 6, 2017","9.07042253521127","22.0281690140845","25.9154929577465","31.0985915492958","3.88732394366197","age","120"
"Mar 7, 2017","0","7.88571428571429","26.2857142857143","28.9142857142857","28.9142857142857","age","120"
"Mar 8, 2017","11.5","19.55","11.5","49.45","0","age","120"
"Mar 9, 2017","11.7948717948718","11.7948717948718","25.9487179487179","42.4615384615385","0","age","120"
"Mar 10, 2017","17.8507462686567","8.23880597014925","10.9850746268657","38.4477611940299","16.4776119402985","age","120"
"Mar 11, 2017","0","35.7777777777778","20.4444444444444","35.7777777777778","0","age","120"
"Mar 12, 2017","0","16.3555555555556","16.3555555555556","51.1111111111111","8.17777777777778","age","120"
"Mar 13, 2017","8.97560975609756","20.1951219512195","8.97560975609756","44.8780487804878","8.97560975609756","age","120"
"Mar 14, 2017","0","10","8","52","22","age","120"
"Mar 15, 2017","3.71717171717172","10.2222222222222","10.2222222222222","57.6161616161616","10.2222222222222","age","120"
"Mar 16, 2017","0","9.68421052631579","6.45614035087719","56.4912280701754","19.3684210526316","age","120"
"Mar 17, 2017","6.3448275862069","15.8620689655172","8.45977011494253","38.0689655172414","23.264367816092","age","120"
"Mar 18, 2017","13.1428571428571","8.76190476190476","0","55.8571428571429","14.2380952380952","age","120"
"Mar 19, 2017","4.71794871794872","23.5897435897436","7.07692307692308","36.5641025641026","20.0512820512821","age","120"
"Mar 20, 2017","5.20754716981132","5.20754716981132","15.622641509434","34.7169811320755","31.2452830188679","age","120"
"Mar 21, 2017","5.41176470588235","14.8823529411765","9.47058823529412","35.1764705882353","27.0588235294118","age","120"
"Mar 22, 2017","3.49367088607595","27.9493670886076","16.3037974683544","26.7848101265823","17.4683544303797","age","120"
"Mar 23, 2017","3.02631578947368","13.3157894736842","51.4473684210526","10.8947368421053","13.3157894736842","age","120"
"Mar 24, 2017","1.69585253456221","14.4147465437788","42.3963133640553","16.5345622119816","16.9585253456221","age","120"
"Mar 25, 2017","4.84210526315789","16.6015037593985","24.2105263157895","21.4436090225564","24.9022556390977","age","120"
"Mar 26, 2017","4.48780487804878","12.3414634146341","12.3414634146341","29.1707317073171","33.6585365853659","age","120"
"Mar 27, 2017","6.86567164179104","17.8507462686567","17.8507462686567","24.7164179104478","24.7164179104478","age","120"
"Mar 28, 2017","0","12.3846153846154","28.3076923076923","51.3076923076923","0","age","120"
"Mar 29, 2017","7.48837209302326","11.7674418604651","6.41860465116279","32.093023255814","34.2325581395349","age","120"
"Mar 30, 2017","0","8.36363636363636","11.1515151515152","47.3939393939394","25.0909090909091","age","120"
"Mar 31, 2017","5.57575757575758","13.9393939393939","11.1515151515152","33.4545454545455","27.8787878787879","age","120"
"Apr 1, 2017","21.7894736842105","9.68421052631579","9.68421052631579","41.1578947368421","9.68421052631579","age","120"
"Apr 2, 2017","0","28.4363636363636","6.69090909090909","28.4363636363636","28.4363636363636","age","120"
"Apr 3, 2017","10.3870967741935","10.3870967741935","16.3225806451613","38.5806451612903","16.3225806451613","age","120"
"Apr 4, 2017","42.5671641791045","12.3582089552239","12.3582089552239","15.1044776119403","9.61194029850746","age","120"
"Apr 5, 2017","8.97560975609756","8.97560975609756","20.1951219512195","38.1463414634146","15.7073170731707","age","120"
"Apr 6, 2017","0","19.1666666666667","14.0555555555556","25.5555555555556","33.2222222222222","age","120"
"Apr 7, 2017","16.3555555555556","8.17777777777778","16.3555555555556","8.17777777777778","42.9333333333333","age","120"
"Apr 8, 2017","14.8387096774194","14.8387096774194","7.41935483870968","22.258064516129","32.6451612903226","age","120"
"Apr 9, 2017","9.78723404255319","13.7021276595745","9.78723404255319","0","58.7234042553192","age","120"
"Apr 10, 2017","11.1515151515152","11.1515151515152","16.7272727272727","22.3030303030303","30.6666666666667","age","120"
"Apr 11, 2017","5.33333333333333","9.33333333333333","8","44","25.3333333333333","age","120"
"Apr 12, 2017","0","11.04","7.36","22.08","51.52","age","120"
"Apr 13, 2017","3.75510204081633","7.51020408163265","0","45.0612244897959","35.6734693877551","age","120"
"Apr 14, 2017","3.31531531531532","6.63063063063063","6.63063063063063","46.4144144144144","29.009009009009","age","120"
"Apr 15, 2017","7.54098360655738","21.1147540983607","13.5737704918033","49.7704918032787","0","age","120"
"Apr 16, 2017","0","15.3333333333333","15.3333333333333","15.3333333333333","46","age","120"
"Apr 17, 2017","0","30.3058823529412","4.32941176470588","33.5529411764706","23.8117647058824","age","120"
"Apr 18, 2017","7.45945945945946","16.1621621621622","13.6756756756757","36.0540540540541","18.6486486486486","age","120"
"Apr 19, 2017","4.13483146067416","7.23595505617978","4.13483146067416","27.9101123595506","48.5842696629213","age","120"
