date,hamon facebook,macron facebook,melenchon facebook,marine facebook,mélenchon facebook,query,time
Dec 22, 2016;3;3;3;18;7;age;120
Dec 23, 2016;0;6;6;15;3;age;120
Dec 24, 2016;0;5;3;10;7;age;120
Dec 25, 2016;7;3;0;24;7;age;120
Dec 26, 2016;5;5;0;16;5;age;120
Dec 27, 2016;3;7;0;27;5;age;120
Dec 28, 2016;0;3;4;20;5;age;120
Dec 29, 2016;0;5;0;8;3;age;120
Dec 30, 2016;6;6;6;30;4;age;120
Dec 31, 2016;0;3;3;38;5;age;120
Jan 1, 2017;0;6;3;17;8;age;120
Jan 2, 2017;5;6;4;11;5;age;120
Jan 3, 2017;6;4;0;21;5;age;120
Jan 4, 2017;2;8;0;17;6;age;120
Jan 5, 2017;2;7;2;14;4;age;120
Jan 6, 2017;0;10;0;12;2;age;120
Jan 7, 2017;6;15;6;21;3;age;120
Jan 8, 2017;5;15;3;21;9;age;120
Jan 9, 2017;5;8;2;11;8;age;120
Jan 10, 2017;6;7;0;25;2;age;120
Jan 11, 2017;7;11;2;16;2;age;120
Jan 12, 2017;6;13;5;22;7;age;120
Jan 13, 2017;5;7;10;34;0;age;120
Jan 14, 2017;5;22;0;25;5;age;120
Jan 15, 2017;8;25;8;28;7;age;120
Jan 16, 2017;3;19;5;24;2;age;120
Jan 17, 2017;4;35;2;22;4;age;120
Jan 18, 2017;2;18;2;26;7;age;120
Jan 19, 2017;5;19;5;23;6;age;120
Jan 20, 2017;11;16;2;18;10;age;120
Jan 21, 2017;7;10;3;20;7;age;120
Jan 22, 2017;62;16;5;23;11;age;120
Jan 23, 2017;83;22;6;23;0;age;120
Jan 24, 2017;38;16;2;21;6;age;120
Jan 25, 2017;56;22;3;27;8;age;120
Jan 26, 2017;47;20;4;19;8;age;120
Jan 27, 2017;33;20;2;25;10;age;120
Jan 28, 2017;14;14;6;21;8;age;120
Jan 29, 2017;91;24;3;25;11;age;120
Jan 30, 2017;68;36;8;16;9;age;120
Jan 31, 2017;44;20;7;25;14;age;120
Feb 1, 2017;17;40;7;25;8;age;120
Feb 2, 2017;14;36;2;20;7;age;120
Feb 3, 2017;15;28;7;26;9;age;120
Feb 4, 2017;8;50;6;24;3;age;120
Feb 5, 2017;22;34;16;51;20;age;120
Feb 6, 2017;10;27;8;24;17;age;120
Feb 7, 2017;8;50;7;24;6;age;120
Feb 8, 2017;8;50;5;21;6;age;120
Feb 9, 2017;10;34;7;53;4;age;120
Feb 10, 2017;8;33;3;50;5;age;120
Feb 11, 2017;23;17;3;40;7;age;120
Feb 12, 2017;20;29;8;39;11;age;120
Feb 13, 2017;10;18;4;26;4;age;120
Feb 14, 2017;7;12;7;25;7;age;120
Feb 15, 2017;7;24;4;25;5;age;120
Feb 16, 2017;4;31;15;38;10;age;120
Feb 17, 2017;12;28;8;36;5;age;120
Feb 18, 2017;11;50;3;26;3;age;120
Feb 19, 2017;16;34;4;27;16;age;120
Feb 20, 2017;4;18;12;35;7;age;120
Feb 21, 2017;8;16;6;21;10;age;120
Feb 22, 2017;13;32;2;35;2;age;120
Feb 23, 2017;28;46;6;32;14;age;120
Feb 24, 2017;27;68;5;33;23;age;120
Feb 25, 2017;6;38;3;35;9;age;120
Feb 26, 2017;10;39;6;40;11;age;120
Feb 27, 2017;9;39;6;20;9;age;120
Feb 28, 2017;9;21;6;30;10;age;120
Mar 1, 2017;15;54;5;30;7;age;120
Mar 2, 2017;11;84;7;42;8;age;120
Mar 3, 2017;9;65;7;31;2;age;120
Mar 4, 2017;11;38;5;24;5;age;120
Mar 5, 2017;14;23;3;25;6;age;120
Mar 6, 2017;14;34;5;27;8;age;120
Mar 7, 2017;7;30;8;23;14;age;120
Mar 8, 2017;30;42;5;25;11;age;120
Mar 9, 2017;17;43;2;16;4;age;120
Mar 10, 2017;22;33;5;17;8;age;120
Mar 11, 2017;7;55;6;30;15;age;120
Mar 12, 2017;4;50;5;23;9;age;120
Mar 13, 2017;13;50;6;18;6;age;120
Mar 14, 2017;12;44;2;29;5;age;120
Mar 15, 2017;12;32;7;37;5;age;120
Mar 16, 2017;12;17;13;26;5;age;120
Mar 17, 2017;9;19;6;27;10;age;120
Mar 18, 2017;8;23;14;23;18;age;120
Mar 19, 2017;35;27;12;20;12;age;120
Mar 20, 2017;21;55;6;37;17;age;120
Mar 21, 2017;23;68;19;33;30;age;120
Mar 22, 2017;16;54;15;48;42;age;120
Mar 23, 2017;12;53;16;31;29;age;120
Mar 24, 2017;14;34;10;33;15;age;120
Mar 25, 2017;16;35;10;20;15;age;120
Mar 26, 2017;21;36;18;40;59;age;120
Mar 27, 2017;28;56;10;47;29;age;120
Mar 28, 2017;19;44;17;48;28;age;120
Mar 29, 2017;17;55;12;39;23;age;120
Mar 30, 2017;28;46;16;35;22;age;120
Mar 31, 2017;9;43;16;32;20;age;120
Apr 1, 2017;16;78;9;34;14;age;120
Apr 2, 2017;14;61;19;39;33;age;120
Apr 3, 2017;17;41;6;32;16;age;120
Apr 4, 2017;27;57;11;40;22;age;120
Apr 5, 2017;22;52;18;40;41;age;120
Apr 6, 2017;8;73;11;28;25;age;120
Apr 7, 2017;12;62;7;21;27;age;120
Apr 8, 2017;11;58;10;43;40;age;120
Apr 9, 2017;23;50;32;31;61;age;120
Apr 10, 2017;10;37;17;26;64;age;120
Apr 11, 2017;17;44;19;27;54;age;120
Apr 12, 2017;20;57;32;25;58;age;120
Apr 13, 2017;19;41;27;32;72;age;120
Apr 14, 2017;8;44;32;68;48;age;120
Apr 15, 2017;14;51;26;33;56;age;120
Apr 16, 2017;11;45;53;27;57;age;120
Apr 17, 2017;25;100;23;51;54;age;120
Apr 18, 2017;23;66;33;60;52;age;120
Apr 19, 2017;24;66;25;47;55;age;120
